booking_id,user_id,show_id,booking_date,total_tickets,seat_numbers,total_amount,payment_status,transaction_ref
BK_1992,US_4049,SH_3973,2025-07-20 12:04:42,4,,993.76,completed,
BK_1993,US_1744,SH_8122,2025-10-31 19:11:45,1,,173.28,completed,
BK_1994,US_8306,SH_1120,2025-11-06 03:31:30,2,,544.82,completed,
BK_1996,US_3710,SH_5540,2025-03-30 14:03:08,2,,932.64,completed,
BK_1997,US_9394,SH_5424,2024-10-15 23:44:27,3,,1102.53,completed,
BK_1998,US_3230,SH_4208,2024-06-07 17:31:34,1,,272.07,completed,
BK_1999,US_8996,SH_664,2024-09-29 08:00:09,3,,944.8199999999999,completed,
BK_2000,US_8590,SH_1773,2024-04-07 00:18:37,2,,533.32,completed,
BK_2001,US_1555,SH_2221,2025-04-16 05:31:40,4,,1361.92,completed,
BK_2002,US_4295,SH_7642,2024-04-26 20:14:11,3,,0.0,failed,
BK_2003,US_2070,SH_3464,2025-03-24 13:29:51,2,,544.06,completed,
BK_2004,US_5020,SH_7064,2025-01-30 01:17:26,4,,1052.48,completed,
BK_2005,US_1520,SH_362,2024-11-09 03:40:24,3,,0.0,failed,
BK_2006,US_1312,SH_9764,2025-01-20 02:47:08,3,,1114.29,completed,
BK_2008,US_3650,SH_1618,2025-06-11 05:17:55,4,,1715.6,completed,
BK_2009,US_1881,SH_8018,2024-12-22 23:57:51,1,,309.21,completed,
BK_2010,US_7507,SH_2761,2024-10-12 08:06:32,4,,1786.4,completed,
BK_2011,US_6036,SH_9335,2024-07-23 09:16:56,4,,1513.32,completed,
BK_2012,US_3893,SH_2012,2025-10-24 16:36:26,4,,1316.04,completed,
BK_2013,US_1122,SH_1539,2024-04-27 22:29:13,2,,0.0,failed,
BK_2014,US_3003,SH_6268,2024-11-24 01:05:41,2,,0.0,refunded,
BK_2015,US_2341,SH_651,2025-08-09 13:08:04,4,,1481.44,completed,
BK_2016,US_9644,SH_6877,2025-10-23 17:47:04,2,,801.12,completed,
BK_2017,US_550,SH_6293,2024-05-15 12:50:48,3,,1448.97,completed,
BK_2018,US_2148,SH_3388,2024-04-03 19:32:25,1,,276.45,completed,
BK_2020,US_893,SH_183,2025-09-14 21:38:45,2,,735.42,completed,
BK_2021,US_5812,SH_3848,2025-12-20 17:16:28,2,,973.08,completed,
BK_2022,US_4249,SH_197,2024-05-28 16:52:11,4,,941.36,completed,
BK_2023,US_7666,SH_382,2024-09-04 22:41:54,1,,435.33,completed,
BK_2024,US_3018,SH_9675,2024-09-08 02:24:08,3,,1082.1,completed,
BK_2025,US_5134,SH_9696,2024-05-11 00:01:53,2,,734.0,completed,
BK_2026,US_2383,SH_2321,2024-02-19 16:16:21,1,,347.11,completed,
BK_2027,US_4856,SH_9970,2024-03-03 08:40:46,1,,192.4,completed,
BK_2028,US_1968,SH_1453,2024-04-05 12:18:21,1,,154.0,completed,
BK_2030,US_2637,SH_2525,2025-08-29 11:46:03,4,,0.0,refunded,
BK_2031,US_2381,SH_6264,2024-01-05 23:43:54,4,,1623.64,completed,
BK_2033,US_3998,SH_6371,2024-06-29 07:30:13,3,,699.6899999999999,completed,
BK_2034,US_7016,SH_2740,2024-11-03 02:03:37,1,,165.72,completed,
BK_2035,US_5591,SH_6909,2024-11-08 11:28:34,3,,0.0,failed,
BK_2036,US_634,SH_7690,2025-02-17 19:19:34,2,,763.16,completed,
BK_2037,US_3909,SH_5510,2024-06-03 06:31:35,4,,871.28,completed,
BK_2038,US_3683,SH_3646,2024-07-19 07:07:45,2,,511.78,completed,
BK_2039,US_2897,SH_5215,2024-11-11 15:25:59,4,,1061.6,completed,
BK_2040,US_6743,SH_4610,2024-07-21 09:24:11,1,,193.61,completed,
BK_2044,US_8817,SH_4618,2024-10-07 18:13:02,3,,1247.07,completed,
BK_2045,US_7102,SH_9682,2024-01-05 21:27:18,1,,380.03,completed,
BK_2046,US_4981,SH_5994,2025-10-31 09:02:42,4,,0.0,refunded,
BK_2047,US_5994,SH_1354,2025-07-26 21:45:11,4,,1395.6,completed,
BK_2048,US_7244,SH_7515,2024-01-22 05:13:40,4,,1731.12,completed,
BK_2049,US_7925,SH_6731,2024-06-09 16:25:48,3,,465.81000000000006,completed,
BK_2050,US_608,SH_2099,2024-07-20 09:00:36,1,,368.25,completed,
BK_2051,US_4671,SH_3557,2025-09-27 17:33:58,4,,1041.28,completed,
BK_2052,US_3174,SH_4113,2025-02-24 06:59:36,1,,467.04,completed,
BK_2053,US_6953,SH_9254,2025-07-19 19:07:22,3,,1375.3799999999999,completed,
BK_2054,US_9889,SH_4919,2025-08-19 18:21:29,1,,488.31,completed,
BK_2056,US_3860,SH_3713,2025-12-16 23:11:38,2,,415.66,completed,
BK_2058,US_5479,SH_4470,2025-10-22 12:22:20,4,,1527.24,completed,
BK_2059,US_38,SH_8352,2024-05-12 23:24:07,3,,0.0,failed,
BK_2060,US_345,SH_5100,2024-05-27 15:02:31,3,,1053.54,completed,
BK_2062,US_4537,SH_2835,2025-09-22 01:45:53,1,,0.0,refunded,
BK_2063,US_980,SH_4584,2024-11-30 08:25:53,1,,358.58,completed,
BK_2064,US_9883,SH_4140,2024-07-12 02:23:47,3,,0.0,refunded,
BK_2066,US_1230,SH_4832,2024-01-13 22:24:41,1,,326.86,completed,
BK_2067,US_6051,SH_7234,2024-06-22 00:07:04,1,,0.0,refunded,
BK_2068,US_4431,SH_9088,2024-10-17 04:26:57,3,,1274.52,completed,
BK_2069,US_3767,SH_8636,2024-03-13 23:01:45,1,,0.0,failed,
BK_2070,US_7372,SH_6703,2025-07-17 23:58:26,1,,450.33,completed,
BK_2071,US_9420,SH_8690,2025-10-10 01:33:18,1,,168.56,completed,
BK_2072,US_4106,SH_8071,2024-09-20 00:09:21,2,,0.0,failed,
BK_2073,US_4017,SH_6229,2024-12-03 09:46:17,1,,339.43,completed,
BK_2074,US_4410,SH_7652,2025-01-12 00:46:20,1,,396.2,completed,
BK_2076,US_6134,SH_9315,2025-01-27 01:52:28,4,,1594.04,completed,
BK_2077,US_3419,SH_5839,2025-11-27 03:07:54,3,,1110.51,completed,
BK_2078,US_1965,SH_2813,2025-06-15 12:26:02,2,,795.56,completed,
BK_2079,US_7616,SH_6584,2025-09-12 18:43:01,4,,659.8,completed,
BK_2080,US_9310,SH_8939,2025-10-24 05:01:17,4,,1882.08,completed,
BK_2081,US_2801,SH_9381,2025-11-30 03:25:18,2,,0.0,failed,
BK_2082,US_7575,SH_4824,2025-11-12 12:37:45,4,,1544.0,completed,
BK_2083,US_5997,SH_1376,2024-11-11 12:05:34,1,,291.53,completed,
BK_2085,US_9135,SH_9176,2025-12-24 11:47:36,4,,0.0,failed,
BK_2086,US_5355,SH_9311,2025-02-17 21:16:46,4,,1414.32,completed,
BK_2087,US_7587,SH_4489,2024-01-31 09:54:44,2,,325.58,completed,
BK_2088,US_6423,SH_2070,2024-01-11 17:39:40,1,,250.27,completed,
BK_2089,US_2426,SH_6245,2024-08-24 01:41:01,1,,312.57,completed,
BK_2090,US_794,SH_2459,2024-05-20 06:54:15,2,,716.2,completed,
BK_2091,US_586,SH_8957,2024-01-31 02:29:42,4,,696.68,completed,
BK_2092,US_6422,SH_6404,2024-07-29 09:06:34,2,,451.86,completed,
BK_2093,US_5301,SH_2450,2025-03-17 09:20:54,1,,0.0,failed,
BK_2094,US_3439,SH_3129,2024-12-15 04:06:40,3,,778.86,completed,
BK_2095,US_8290,SH_6196,2025-04-20 15:05:11,1,,376.3,completed,
BK_2096,US_6735,SH_6823,2025-12-03 14:52:02,3,,1273.1399999999999,completed,
BK_2097,US_3604,SH_8072,2025-07-15 23:00:16,1,,412.11,completed,
BK_2099,US_1732,SH_6116,2025-11-10 09:21:34,3,,1000.14,completed,
BK_2100,US_8706,SH_9886,2024-02-17 20:40:03,4,,1781.0,completed,
BK_2101,US_5597,SH_9753,2024-03-27 15:16:20,4,,1288.48,completed,
BK_2102,US_6498,SH_3906,2025-11-03 05:58:06,4,,1304.36,completed,
BK_2103,US_1701,SH_469,2025-09-18 09:58:40,1,,316.05,completed,
BK_2105,US_5897,SH_3509,2025-12-19 19:45:48,1,,238.09,completed,
BK_2106,US_4279,SH_6415,2024-05-20 09:44:08,4,,1346.64,completed,
BK_2107,US_8160,SH_4513,2025-07-25 12:39:58,1,,357.8,completed,
BK_2108,US_4522,SH_5986,2024-05-25 22:23:53,4,,857.68,completed,
BK_2109,US_5736,SH_4168,2025-10-01 13:50:58,4,,1804.24,completed,
BK_2111,US_3797,SH_5187,2024-10-18 00:31:45,3,,0.0,failed,
BK_2112,US_5359,SH_2245,2025-11-19 09:08:16,2,,469.04,completed,
BK_2113,US_3672,SH_7486,2024-05-10 01:34:49,1,,0.0,failed,
BK_2114,US_7350,SH_9435,2024-05-04 04:59:26,2,,480.84,completed,
BK_2116,US_3363,SH_8233,2025-10-08 10:08:04,4,,1831.8,completed,
BK_2119,US_2726,SH_4733,2024-08-01 04:53:06,3,,1338.1200000000001,completed,
BK_2120,US_7885,SH_7212,2025-10-24 19:26:26,3,,1242.72,completed,
BK_2121,US_551,SH_6106,2024-05-29 16:12:06,4,,1601.68,completed,
BK_2122,US_3814,SH_3979,2025-12-19 13:34:42,2,,0.0,failed,
BK_2123,US_3367,SH_5724,2024-10-20 13:01:17,4,,1941.52,completed,
BK_2124,US_580,SH_8605,2024-09-24 18:36:07,4,,1548.88,completed,
BK_2125,US_6944,SH_7125,2024-12-24 06:50:36,4,,1919.24,completed,
BK_2126,US_5123,SH_2600,2025-05-27 23:00:36,4,,1837.96,completed,
BK_2127,US_5990,SH_7904,2025-05-27 17:58:26,3,,751.77,completed,
BK_2128,US_479,SH_3192,2025-11-20 20:36:51,2,,710.56,completed,
BK_2131,US_6237,SH_6593,2024-11-12 15:45:40,3,,686.55,completed,
BK_2132,US_3838,SH_9993,2024-01-03 03:30:02,1,,194.89,completed,
BK_2135,US_4594,SH_7139,2024-06-24 19:49:36,3,,1329.09,completed,
BK_2136,US_6717,SH_7467,2024-10-14 13:37:05,1,,303.65,completed,
BK_2137,US_4821,SH_1903,2025-08-13 20:23:11,4,,915.24,completed,
BK_2138,US_2179,SH_3979,2025-07-24 18:26:14,3,,1435.6200000000001,completed,
BK_2139,US_6479,SH_9816,2024-04-24 23:50:01,4,,1313.68,completed,
BK_2140,US_4012,SH_7200,2025-11-17 06:28:18,2,,424.6,completed,
BK_2141,US_4270,SH_5580,2025-07-08 07:18:50,1,,419.09,completed,
BK_2142,US_3040,SH_4551,2024-12-09 09:36:03,2,,0.0,refunded,
BK_2143,US_5102,SH_7942,2024-06-21 13:15:49,3,,0.0,failed,
BK_2144,US_8821,SH_6258,2024-04-16 12:51:28,4,,1107.0,completed,
BK_2145,US_3181,SH_5985,2025-06-10 10:54:36,2,,733.9,completed,
BK_2146,US_2925,SH_9707,2025-02-17 02:06:55,3,,1446.51,completed,
BK_2147,US_126,SH_8717,2025-06-22 05:43:06,2,,899.12,completed,
BK_2148,US_3528,SH_4647,2025-01-18 17:18:49,2,,366.08,completed,
BK_2149,US_6863,SH_922,2025-11-25 05:26:34,2,,681.28,completed,
BK_2150,US_6417,SH_8956,2025-07-19 01:10:37,1,,329.75,completed,
BK_2151,US_2605,SH_1775,2025-10-23 15:35:48,3,,0.0,refunded,
BK_2152,US_859,SH_4439,2025-10-03 07:37:07,4,,1134.0,completed,
BK_2154,US_9739,SH_6632,2025-09-02 12:53:35,3,,0.0,failed,
BK_2155,US_3153,SH_2238,2025-04-06 02:59:20,1,,367.49,completed,
BK_2158,US_2310,SH_3401,2025-06-07 03:02:16,4,,1923.52,completed,
BK_2159,US_777,SH_4537,2024-06-11 05:27:49,2,,477.64,completed,
BK_2160,US_936,SH_9845,2025-06-13 22:04:52,2,,568.54,completed,
BK_2162,US_7329,SH_9681,2025-04-05 09:23:01,2,,410.72,completed,
BK_2163,US_1040,SH_9966,2024-01-29 03:19:32,1,,377.05,completed,
BK_2164,US_548,SH_6364,2024-03-08 11:24:20,3,,0.0,failed,
BK_2167,US_1932,SH_9220,2025-07-06 03:36:24,4,,0.0,refunded,
BK_2169,US_7727,SH_8755,2024-07-05 10:38:47,2,,489.14,completed,
BK_2170,US_9137,SH_8590,2025-09-27 14:31:50,2,,965.0,completed,
BK_2171,US_9453,SH_9388,2025-01-08 19:44:19,3,,1042.6200000000001,completed,
BK_2172,US_1436,SH_881,2024-01-27 09:10:22,4,,0.0,failed,
BK_2175,US_6613,SH_7494,2025-11-06 02:08:16,1,,318.18,completed,
BK_2177,US_5097,SH_6829,2024-10-10 14:35:34,2,,0.0,failed,
BK_2178,US_2821,SH_1657,2024-01-07 13:18:18,3,,1166.43,completed,
BK_2180,US_6224,SH_8467,2024-09-14 11:54:35,3,,886.1999999999999,completed,
BK_2181,US_6182,SH_2025,2025-11-18 05:56:41,2,,950.76,completed,
BK_2182,US_2581,SH_6471,2024-10-09 00:23:52,4,,1236.08,completed,
BK_2183,US_3954,SH_8881,2025-05-25 18:00:10,3,,1039.5,completed,
BK_2185,US_7932,SH_5271,2024-05-02 12:48:42,4,,933.08,completed,
BK_2186,US_2942,SH_6041,2024-11-19 06:06:42,1,,244.55,completed,
BK_2188,US_58,SH_5711,2025-10-23 11:56:36,3,,0.0,refunded,
BK_2190,US_693,SH_5149,2025-07-29 18:19:16,2,,0.0,failed,
BK_2191,US_6797,SH_6870,2024-07-10 19:58:40,3,,1284.84,completed,
BK_2193,US_9171,SH_5863,2024-05-09 14:06:58,2,,955.92,completed,
BK_2194,US_9593,SH_6377,2025-01-27 16:12:19,3,,1293.18,completed,
BK_2195,US_9788,SH_916,2024-07-01 04:35:29,3,,548.88,completed,
BK_2196,US_6694,SH_6989,2024-12-27 07:13:10,4,,0.0,failed,
BK_2197,US_9656,SH_4346,2024-02-03 22:26:25,1,,456.56,completed,
BK_2198,US_1626,SH_6611,2025-07-17 07:54:39,3,,696.1500000000001,completed,
BK_2199,US_8521,SH_1120,2025-07-20 06:42:34,4,,1089.64,completed,
BK_2201,US_7890,SH_4885,2024-06-16 01:36:27,4,,959.4,completed,
BK_2202,US_309,SH_4545,2024-02-22 17:20:02,3,,1159.23,completed,
BK_2203,US_608,SH_4662,2025-06-22 21:27:10,2,,914.34,completed,
BK_2204,US_688,SH_8332,2024-08-25 07:59:25,1,,282.54,completed,
BK_2205,US_7178,SH_8308,2024-06-15 12:08:23,3,,0.0,failed,
BK_2206,US_2280,SH_3252,2024-10-23 05:56:08,2,,567.24,completed,
BK_2207,US_9085,SH_2067,2024-01-20 06:09:36,4,,1133.28,completed,
BK_2208,US_1693,SH_2658,2024-11-27 21:47:19,4,,716.24,completed,
BK_2209,US_1808,SH_7856,2025-05-31 11:24:27,3,,745.77,completed,
BK_2211,US_1771,SH_1402,2024-03-14 08:18:32,3,,788.46,completed,
BK_2212,US_366,SH_1297,2024-03-22 09:02:35,3,,861.06,completed,
BK_2213,US_3528,SH_9910,2024-10-18 13:56:40,4,,1422.08,completed,
BK_2214,US_1,SH_5945,2025-09-13 18:37:32,2,,897.12,completed,
BK_2215,US_2076,SH_7096,2024-03-10 23:57:21,4,,1407.64,completed,
BK_2216,US_5267,SH_3082,2025-05-06 22:15:43,1,,398.7,completed,
BK_2217,US_1694,SH_902,2025-04-23 14:39:35,2,,694.36,completed,
BK_2218,US_3732,SH_5976,2025-01-02 07:37:22,2,,558.24,completed,
BK_2219,US_3418,SH_9997,2025-09-16 18:48:51,2,,574.68,completed,
BK_2220,US_9606,SH_2246,2025-10-10 07:09:32,2,,510.64,completed,
BK_2221,US_1468,SH_6436,2024-03-23 07:58:59,4,,0.0,failed,
BK_2222,US_615,SH_2923,2024-05-29 06:47:56,3,,1186.59,completed,
BK_2223,US_488,SH_6090,2024-12-11 15:22:14,3,,780.0,completed,
BK_2225,US_3944,SH_6559,2025-07-27 06:20:12,4,,1590.04,completed,
BK_2226,US_9120,SH_2913,2024-03-31 00:36:26,2,,0.0,failed,
BK_2227,US_2125,SH_1031,2025-07-19 16:07:52,1,,340.62,completed,
BK_2228,US_4734,SH_3604,2025-10-02 08:55:31,1,,432.5,completed,
BK_2229,US_9258,SH_1794,2025-12-21 05:25:02,4,,1217.64,completed,
BK_2230,US_1886,SH_1562,2025-06-03 15:29:31,1,,225.35,completed,
BK_2231,US_5937,SH_9521,2025-08-28 17:18:55,3,,1143.21,completed,
BK_2232,US_7285,SH_1539,2025-05-06 23:43:25,2,,644.6,completed,
BK_2233,US_573,SH_6239,2025-04-09 13:25:35,2,,403.46,completed,
BK_2234,US_8394,SH_932,2025-01-22 14:50:40,2,,488.54,completed,
BK_2235,US_3840,SH_404,2025-08-02 02:07:38,1,,294.67,completed,
BK_2236,US_1328,SH_8836,2024-09-26 18:05:06,4,,1997.0,completed,
BK_2237,US_1224,SH_7973,2025-05-03 20:27:13,1,,391.13,completed,
BK_2238,US_5645,SH_1562,2024-08-28 10:49:21,1,,225.35,completed,
BK_2239,US_8462,SH_4106,2024-10-09 21:37:52,3,,743.88,completed,
BK_2240,US_2369,SH_3851,2025-07-16 21:32:41,1,,310.65,completed,
BK_2241,US_6177,SH_8007,2025-06-18 20:06:54,4,,716.16,completed,
BK_2242,US_6100,SH_7761,2025-08-14 03:28:06,2,,515.38,completed,
BK_2243,US_7442,SH_2164,2025-10-17 06:44:26,2,,0.0,failed,
BK_2244,US_2762,SH_2089,2025-12-14 12:35:06,1,,0.0,failed,
BK_2245,US_4272,SH_9247,2024-05-09 03:09:47,3,,0.0,failed,
BK_2246,US_6097,SH_6522,2024-12-02 15:54:27,2,,837.12,completed,
BK_2247,US_1260,SH_4400,2024-10-29 02:33:10,2,,0.0,failed,
BK_2249,US_5485,SH_880,2024-04-16 08:31:16,3,,703.5600000000001,completed,
BK_2250,US_2164,SH_2389,2025-05-23 22:26:27,3,,748.08,completed,
BK_2251,US_6917,SH_5819,2024-12-24 20:18:22,2,,627.44,completed,
BK_2252,US_6181,SH_9077,2024-07-26 16:08:11,3,,1128.15,completed,
BK_2253,US_8786,SH_8439,2024-08-10 11:53:20,2,,787.44,completed,
BK_2254,US_9510,SH_9072,2024-01-30 07:21:13,3,,972.9300000000001,completed,
BK_2256,US_9511,SH_6228,2024-03-28 00:19:53,1,,356.49,completed,
BK_2258,US_601,SH_456,2025-06-23 02:38:01,2,,918.92,completed,
BK_2259,US_825,SH_6146,2025-02-21 17:58:59,4,,904.44,completed,
BK_2260,US_2744,SH_3469,2024-04-10 13:02:26,3,,896.1600000000001,completed,
BK_2261,US_3228,SH_5323,2024-09-28 23:37:22,4,,1256.76,completed,
BK_2262,US_7240,SH_4436,2024-11-06 09:14:49,4,,1199.6,completed,
BK_2263,US_3123,SH_8436,2024-03-06 16:54:33,1,,219.97,completed,
BK_2264,US_6058,SH_2406,2024-12-23 20:03:16,1,,278.75,completed,
BK_2265,US_9555,SH_1756,2025-09-24 08:57:31,2,,415.46,completed,
BK_2266,US_2892,SH_4687,2025-01-30 19:14:39,2,,501.08,completed,
BK_2267,US_5412,SH_1935,2025-05-07 20:00:14,4,,609.88,completed,
BK_2268,US_4374,SH_298,2025-01-14 10:44:14,1,,471.25,completed,
BK_2269,US_5309,SH_4676,2024-05-28 02:20:41,1,,379.78,completed,
BK_2270,US_5264,SH_4306,2024-01-19 09:12:10,2,,687.92,completed,
BK_2271,US_422,SH_9592,2025-07-26 09:11:03,2,,0.0,failed,
BK_2272,US_5247,SH_5328,2024-11-24 08:43:47,2,,593.92,completed,
BK_2274,US_9816,SH_3037,2024-01-02 20:50:26,1,,438.78,completed,
BK_2275,US_1112,SH_9239,2024-09-25 21:40:27,4,,758.88,completed,
BK_2276,US_5459,SH_6864,2025-09-23 16:59:31,1,,202.28,completed,
BK_2278,US_4568,SH_5724,2024-04-29 09:24:18,4,,0.0,failed,
BK_2279,US_9171,SH_3918,2024-08-24 17:35:37,2,,735.22,completed,
BK_2280,US_9072,SH_3576,2024-08-15 19:44:03,1,,431.71,completed,
BK_2281,US_4955,SH_8047,2025-07-12 00:55:45,2,,572.68,completed,
BK_2282,US_7102,SH_1630,2025-01-16 23:56:09,3,,1376.6399999999999,completed,
BK_2284,US_4626,SH_6334,2025-11-29 09:39:10,4,,1502.6,completed,
BK_2285,US_214,SH_7590,2025-03-19 04:22:18,2,,308.58,completed,
BK_2286,US_7174,SH_7524,2024-09-12 17:44:11,3,,1116.6,completed,
BK_2287,US_6553,SH_2358,2024-04-18 10:52:34,3,,814.3499999999999,completed,
BK_2289,US_1034,SH_3830,2025-06-04 11:27:40,3,,710.58,completed,
BK_2290,US_6225,SH_1753,2024-12-17 05:42:27,4,,0.0,refunded,
BK_2291,US_4906,SH_7228,2025-12-11 22:35:38,2,,421.54,completed,
BK_2292,US_9338,SH_2549,2025-08-06 21:05:40,4,,0.0,refunded,
BK_2293,US_3177,SH_5218,2025-01-20 15:11:35,2,,583.54,completed,
BK_2294,US_2758,SH_7146,2025-12-26 22:32:32,4,,1035.8,completed,
BK_2295,US_9268,SH_9938,2025-04-24 00:30:54,1,,318.02,completed,
BK_2297,US_9387,SH_7637,2025-09-05 20:54:14,1,,298.34,completed,
BK_2298,US_5513,SH_8686,2025-04-30 15:54:04,3,,1325.28,completed,
BK_2299,US_4902,SH_6721,2024-12-28 03:17:45,4,,1949.28,completed,
BK_2300,US_3971,SH_9814,2025-03-02 06:33:05,4,,1870.56,completed,
BK_2301,US_3645,SH_8543,2025-04-16 04:48:05,1,,397.92,completed,
BK_2302,US_1640,SH_6545,2024-04-27 20:27:16,1,,0.0,failed,
BK_2303,US_941,SH_663,2024-07-27 04:43:14,4,,0.0,failed,
BK_2304,US_775,SH_568,2024-10-15 16:08:43,1,,211.28,completed,
BK_2305,US_6373,SH_5539,2024-12-21 14:32:49,1,,241.17,completed,
BK_2306,US_8591,SH_3094,2024-06-02 02:42:53,1,,174.14,completed,
BK_2307,US_4025,SH_686,2024-11-18 18:48:50,1,,377.26,completed,
BK_2308,US_4433,SH_575,2024-09-09 02:31:57,1,,308.72,completed,
BK_2309,US_9974,SH_8295,2024-08-07 19:26:30,1,,323.61,completed,
BK_2310,US_7478,SH_1236,2025-10-17 08:53:34,4,,1589.8,completed,
BK_2311,US_8389,SH_6738,2025-11-05 18:05:18,3,,0.0,failed,
BK_2312,US_6057,SH_5180,2025-08-18 02:48:46,1,,280.4,completed,
BK_2313,US_9604,SH_6805,2025-12-20 13:44:01,2,,816.1,completed,
BK_2314,US_6411,SH_661,2025-11-07 05:02:23,3,,816.39,completed,
BK_2315,US_3655,SH_2180,2025-01-25 16:27:42,1,,374.89,completed,
BK_2316,US_162,SH_9017,2025-10-13 07:30:46,2,,0.0,refunded,
BK_2317,US_3231,SH_4100,2024-02-08 03:32:29,4,,1107.2,completed,
BK_2318,US_4123,SH_9610,2024-04-06 08:47:24,2,,709.66,completed,
BK_2319,US_6915,SH_5696,2025-10-16 23:35:35,2,,818.96,completed,
BK_2321,US_9878,SH_9557,2024-03-20 18:44:18,1,,0.0,failed,
BK_2322,US_8927,SH_9348,2025-06-13 10:39:11,4,,1402.28,completed,
BK_2323,US_2656,SH_3863,2025-04-05 06:55:52,3,,1235.28,completed,
BK_2324,US_2010,SH_8255,2025-02-02 14:15:07,2,,803.04,completed,
BK_2325,US_5220,SH_2466,2024-11-19 14:18:32,2,,986.24,completed,
BK_2327,US_2554,SH_1378,2025-10-06 20:16:24,2,,877.86,completed,
BK_2328,US_6033,SH_5093,2025-05-02 10:55:07,3,,0.0,failed,
BK_2331,US_7231,SH_7765,2025-10-31 16:35:07,1,,378.08,completed,
BK_2332,US_808,SH_9838,2025-03-17 15:46:11,1,,265.99,completed,
BK_2334,US_6210,SH_7722,2024-09-26 04:09:10,4,,1712.64,completed,
BK_2335,US_4342,SH_4290,2024-02-29 19:18:48,2,,638.64,completed,
BK_2336,US_4240,SH_4707,2025-01-16 00:28:41,3,,1145.5500000000002,completed,
BK_2337,US_205,SH_9953,2024-10-19 14:14:04,1,,398.97,completed,
BK_2338,US_4783,SH_4059,2024-10-21 09:47:57,3,,1050.66,completed,
BK_2340,US_671,SH_5369,2024-01-10 01:28:50,4,,1378.36,completed,
BK_2341,US_9447,SH_8761,2024-06-21 20:33:04,1,,446.36,completed,
BK_2342,US_5761,SH_1080,2025-08-19 14:08:15,3,,555.42,completed,
BK_2343,US_5173,SH_6488,2024-12-09 23:31:55,2,,484.56,completed,
BK_2344,US_1989,SH_6785,2025-01-03 15:54:03,1,,470.04,completed,
BK_2346,US_8981,SH_873,2024-05-17 03:20:35,1,,0.0,refunded,
BK_2347,US_2069,SH_1577,2025-08-19 17:21:51,3,,699.72,completed,
BK_2348,US_2387,SH_7813,2024-09-14 10:32:53,3,,1040.6999999999998,completed,
BK_2349,US_8905,SH_2035,2024-08-30 21:16:29,2,,0.0,failed,
BK_2350,US_1368,SH_4196,2025-09-30 12:33:40,3,,1437.69,completed,
BK_2351,US_6797,SH_7535,2025-03-26 14:51:13,2,,989.24,completed,
BK_2352,US_1139,SH_3380,2025-08-11 22:58:51,2,,371.42,completed,
BK_2353,US_56,SH_6589,2025-03-26 17:42:18,2,,594.8,completed,
BK_2354,US_7669,SH_5046,2025-06-12 22:01:44,3,,0.0,refunded,
BK_2357,US_7511,SH_2391,2024-12-01 19:39:49,3,,0.0,failed,
BK_2358,US_1226,SH_1811,2025-03-03 12:22:30,2,,0.0,failed,
BK_2359,US_5754,SH_9727,2024-04-04 01:11:36,3,,0.0,failed,
BK_2360,US_3545,SH_4590,2025-03-29 19:31:23,2,,956.8,completed,
BK_2361,US_7418,SH_4941,2025-06-12 17:38:56,2,,869.8,completed,
BK_2362,US_7104,SH_5164,2025-02-07 00:27:06,2,,852.46,completed,
BK_2363,US_2680,SH_6146,2024-12-18 15:29:37,3,,0.0,failed,
BK_2364,US_9263,SH_9378,2024-10-30 05:47:21,3,,1290.57,completed,
BK_2365,US_747,SH_615,2024-10-05 21:45:16,2,,815.36,completed,
BK_2367,US_730,SH_1499,2024-07-26 22:55:06,3,,1200.84,completed,
BK_2368,US_8852,SH_4144,2025-07-21 18:02:57,3,,525.33,completed,
BK_2369,US_3861,SH_2702,2025-04-08 19:32:28,4,,896.84,completed,
BK_2370,US_8905,SH_816,2024-11-07 17:49:51,2,,345.5,completed,
BK_2371,US_3558,SH_2129,2024-01-04 15:32:58,1,,167.17,completed,
BK_2372,US_7270,SH_4784,2024-08-11 13:25:55,1,,423.46,completed,
BK_2373,US_16,SH_8996,2024-05-03 18:14:50,3,,1432.47,completed,
BK_2374,US_3706,SH_3745,2024-07-15 15:33:29,4,,1965.12,completed,
BK_2375,US_9907,SH_9409,2025-02-13 00:25:05,2,,587.46,completed,
BK_2376,US_8133,SH_4027,2025-06-27 04:36:57,2,,387.42,completed,
BK_2377,US_323,SH_2716,2025-02-17 12:07:13,4,,1797.2,completed,
BK_2378,US_7959,SH_6407,2024-08-11 11:36:18,1,,457.86,completed,
BK_2379,US_4959,SH_8415,2024-07-09 15:30:31,3,,1070.85,completed,
BK_2381,US_5693,SH_2100,2025-02-16 17:44:39,3,,604.17,completed,
BK_2382,US_1390,SH_5190,2024-03-27 06:52:13,3,,550.89,completed,
BK_2383,US_5131,SH_1292,2024-06-14 01:33:33,3,,0.0,failed,
BK_2384,US_3191,SH_2894,2024-11-09 23:07:29,4,,1622.88,completed,
BK_2386,US_8634,SH_1341,2025-01-15 21:40:09,4,,0.0,failed,
BK_2388,US_854,SH_7242,2025-09-14 23:16:28,4,,1248.68,completed,
BK_2389,US_8582,SH_9439,2025-08-16 15:23:41,2,,718.74,completed,
BK_2390,US_8639,SH_7643,2025-11-17 13:59:38,1,,0.0,refunded,
BK_2391,US_4325,SH_6357,2024-10-19 10:40:54,2,,708.28,completed,
