show_id,movie_id,theater_id,screen_id,show_date,start_time,price,available_seats,status
SH_2679,MV_7329,TH_340,SC_497,2023-05-11,12:00:00,336.93,162,active
SH_2680,MV_6072,TH_253,SC_636,2025-05-27,15:00:00,412.66,144,active
SH_2681,MV_3069,TH_472,SC_728,2023-08-16,21:00:00,349.41,58,active
SH_2682,MV_2035,TH_442,SC_564,2025-01-15,12:30:00,277.97,160,active
SH_2683,MV_8397,TH_355,SC_487,2024-03-26,13:15:00,433.6,124,active
SH_2684,MV_7972,TH_13,SC_647,2023-09-17,13:45:00,419.28,107,active
SH_2686,MV_755,TH_46,SC_87,2025-08-02,12:45:00,177.54,91,active
SH_2687,MV_5899,TH_378,SC_32,2023-12-06,11:00:00,278.73,164,active
SH_2688,MV_391,TH_280,SC_573,2025-07-31,19:00:00,335.36,121,active
SH_2689,MV_5832,TH_179,SC_531,2024-04-18,18:15:00,390.23,79,active
SH_2690,MV_1687,TH_410,SC_774,2025-11-16,20:45:00,281.98,185,active
SH_2691,MV_2832,TH_160,SC_861,2025-02-24,21:00:00,220.57,175,active
SH_2692,MV_6692,TH_7,SC_692,2023-01-26,12:45:00,378.55,168,active
SH_2693,MV_6314,TH_305,SC_205,2023-11-25,15:45:00,173.63,87,active
SH_2694,MV_5249,TH_90,SC_658,2025-09-22,16:45:00,402.95,118,active
SH_2695,MV_5102,TH_468,SC_829,2024-08-21,11:45:00,299.18,166,active
SH_2696,MV_6401,TH_122,SC_589,2025-11-06,11:30:00,461.79,88,active
SH_2697,MV_8767,TH_17,SC_874,2024-10-16,16:00:00,364.02,189,active
SH_2698,MV_3788,TH_164,SC_998,2023-01-05,15:30:00,468.99,107,active
SH_2699,MV_1200,TH_430,SC_332,2024-08-16,21:30:00,338.27,109,active
SH_2700,MV_5205,TH_80,SC_550,2024-08-13,18:15:00,299.37,139,active
SH_2702,MV_385,TH_479,SC_836,2024-01-07,14:30:00,224.21,108,active
SH_2703,MV_6419,TH_223,SC_877,2024-06-24,14:15:00,206.01,193,active
SH_2704,MV_2869,TH_78,SC_927,2023-02-26,11:00:00,460.3,130,active
SH_2705,MV_8210,TH_393,SC_377,2024-11-26,20:30:00,266.36,177,active
SH_2706,MV_6073,TH_430,SC_483,2023-07-05,17:15:00,415.83,65,active
SH_2707,MV_5433,TH_40,SC_126,2023-03-24,17:45:00,378.34,150,active
SH_2708,MV_314,TH_357,SC_142,2025-01-04,10:00:00,288.19,105,active
SH_2709,MV_3066,TH_316,SC_706,2023-11-27,14:30:00,299.2,78,active
SH_2710,MV_9009,TH_54,SC_710,2025-01-06,14:15:00,180.98,144,active
SH_2711,MV_4659,TH_88,SC_397,2023-10-16,13:00:00,264.35,91,active
SH_2712,MV_5204,TH_88,SC_778,2025-12-11,22:30:00,230.1,116,active
SH_2713,MV_1798,TH_61,SC_464,2023-02-08,10:45:00,385.1,110,active
SH_2716,MV_7453,TH_400,SC_586,2025-12-07,17:15:00,449.3,165,active
SH_2717,MV_8303,TH_75,SC_146,2025-03-09,22:30:00,347.54,181,active
SH_2718,MV_9009,TH_263,SC_823,2025-07-16,10:45:00,222.18,111,active
SH_2719,MV_1199,TH_145,SC_869,2023-05-26,14:45:00,314.29,107,active
SH_2720,MV_6075,TH_422,SC_561,2025-07-11,21:30:00,329.0,193,active
SH_2722,MV_5849,TH_411,SC_32,2024-04-17,15:30:00,391.47,159,active
SH_2723,MV_7136,TH_458,SC_19,2024-06-01,18:15:00,236.48,113,active
SH_2724,MV_7032,TH_248,SC_341,2024-03-29,17:15:00,169.2,171,active
SH_2725,MV_5975,TH_392,SC_444,2023-05-31,14:30:00,284.19,178,active
SH_2726,MV_7894,TH_406,SC_478,2025-02-23,20:15:00,150.1,93,active
SH_2727,MV_4147,TH_15,SC_176,2024-08-13,20:45:00,434.9,175,active
SH_2728,MV_472,TH_235,SC_42,2024-01-19,17:00:00,469.1,128,active
SH_2729,MV_5618,TH_399,SC_344,2025-09-12,22:15:00,294.79,179,active
SH_2730,MV_1471,TH_5,SC_76,2023-09-12,22:00:00,197.49,119,active
SH_2731,MV_1272,TH_265,SC_192,2023-04-14,17:30:00,442.17,149,active
SH_2732,MV_5411,TH_249,SC_324,2025-04-13,13:00:00,162.16,139,active
SH_2734,MV_8394,TH_154,SC_740,2025-04-28,11:15:00,446.97,150,active
SH_2735,MV_593,TH_31,SC_927,2025-04-08,15:15:00,334.07,192,active
SH_2737,MV_392,TH_314,SC_699,2024-08-21,15:45:00,278.83,110,active
SH_2738,MV_4802,TH_49,SC_58,2024-08-23,20:30:00,419.39,182,active
SH_2739,MV_8151,TH_218,SC_156,2023-08-25,14:15:00,455.14,149,active
SH_2740,MV_9913,TH_120,SC_403,2025-07-22,14:30:00,165.72,167,active
SH_2741,MV_4546,TH_414,SC_835,2024-02-01,11:45:00,191.44,132,active
SH_2742,MV_7771,TH_271,SC_25,2024-03-31,12:15:00,408.17,100,active
SH_2743,MV_842,TH_371,SC_816,2023-11-05,11:15:00,153.62,189,active
SH_2744,MV_2303,TH_498,SC_795,2025-07-21,16:15:00,337.53,86,active
SH_2745,MV_8022,TH_326,SC_701,2024-07-26,17:30:00,243.5,153,active
SH_2747,MV_5974,TH_444,SC_230,2025-08-24,21:15:00,384.41,86,active
SH_2748,MV_2398,TH_379,SC_365,2023-10-27,14:45:00,445.81,75,active
SH_2750,MV_2903,TH_233,SC_48,2024-10-18,18:45:00,200.52,138,active
SH_2751,MV_884,TH_429,SC_829,2023-08-07,20:15:00,152.02,163,active
SH_2752,MV_5347,TH_374,SC_331,2024-06-11,21:00:00,263.93,182,active
SH_2753,MV_9897,TH_168,SC_160,2023-11-03,21:45:00,190.68,123,active
SH_2754,MV_7471,TH_463,SC_581,2023-03-19,11:00:00,269.0,108,active
SH_2755,MV_3778,TH_234,SC_318,2025-01-20,22:15:00,160.51,104,active
SH_2756,MV_8499,TH_111,SC_611,2023-03-18,12:00:00,416.87,134,active
SH_2757,MV_6831,TH_63,SC_866,2025-05-23,20:00:00,388.33,134,active
SH_2758,MV_6105,TH_332,SC_150,2025-10-15,11:15:00,193.46,50,active
SH_2759,MV_7457,TH_424,SC_653,2025-09-02,20:15:00,191.5,82,active
SH_2760,MV_595,TH_288,SC_793,2025-08-28,17:45:00,272.02,74,active
SH_2761,MV_6967,TH_98,SC_265,2025-03-03,12:30:00,446.6,147,active
SH_2762,MV_9473,TH_15,SC_283,2024-05-01,22:00:00,156.08,144,active
SH_2764,MV_4755,TH_265,SC_991,2025-10-28,16:45:00,393.17,193,active
SH_2765,MV_4666,TH_35,SC_708,2023-07-03,17:15:00,428.56,76,active
SH_2766,MV_4279,TH_375,SC_956,2023-10-13,20:30:00,388.86,152,active
SH_2767,MV_5882,TH_406,SC_240,2024-04-11,10:45:00,471.05,169,active
SH_2768,MV_830,TH_40,SC_197,2024-01-18,20:30:00,443.86,52,active
SH_2769,MV_3421,TH_477,SC_955,2023-11-16,17:15:00,468.11,162,active
SH_2770,MV_9816,TH_79,SC_905,2024-12-30,14:15:00,382.7,75,active
SH_2771,MV_7210,TH_125,SC_209,2024-11-19,13:15:00,491.8,169,active
SH_2772,MV_4559,TH_499,SC_135,2023-03-19,13:45:00,254.38,69,active
SH_2773,MV_9955,TH_303,SC_914,2024-04-25,13:45:00,449.26,137,active
SH_2775,MV_7161,TH_333,SC_230,2024-03-17,15:45:00,316.76,53,active
SH_2777,MV_3290,TH_214,SC_871,2023-11-19,14:15:00,487.42,53,active
SH_2778,MV_5951,TH_1,SC_993,2024-05-25,14:30:00,244.67,114,active
SH_2779,MV_8121,TH_19,SC_887,2023-09-14,19:15:00,175.27,183,active
SH_2780,MV_2697,TH_252,SC_46,2023-10-30,22:00:00,393.15,115,active
SH_2781,MV_9926,TH_102,SC_790,2024-07-06,10:15:00,306.41,185,active
SH_2782,MV_5413,TH_392,SC_270,2024-09-09,10:30:00,324.14,189,active
SH_2783,MV_9527,TH_151,SC_292,2025-02-26,11:45:00,209.95,129,active
SH_2784,MV_1730,TH_336,SC_549,2024-07-11,16:00:00,152.5,116,active
SH_2785,MV_4907,TH_438,SC_584,2024-01-23,19:30:00,433.81,129,active
SH_2787,MV_8662,TH_414,SC_611,2024-10-31,22:15:00,385.59,81,active
SH_2788,MV_6013,TH_332,SC_84,2024-06-06,11:00:00,474.44,74,active
SH_2789,MV_4380,TH_31,SC_808,2023-11-22,17:30:00,454.53,101,active
SH_2790,MV_2460,TH_329,SC_213,2023-12-03,15:00:00,305.17,136,active
SH_2791,MV_8002,TH_222,SC_35,2025-11-30,19:45:00,172.7,154,active
SH_2792,MV_8793,TH_89,SC_91,2023-09-17,10:15:00,303.47,136,active
SH_2793,MV_5332,TH_336,SC_513,2024-05-26,12:45:00,411.21,167,active
SH_2794,MV_1930,TH_372,SC_634,2024-11-09,21:45:00,409.71,145,active
SH_2796,MV_2241,TH_229,SC_635,2025-05-28,21:30:00,424.34,173,active
SH_2797,MV_9711,TH_357,SC_507,2025-12-26,20:45:00,373.15,89,active
SH_2798,MV_968,TH_158,SC_468,2025-07-03,13:15:00,363.33,95,active
SH_2799,MV_958,TH_366,SC_970,2025-03-31,12:45:00,199.89,140,active
SH_2800,MV_1565,TH_499,SC_367,2025-09-05,13:30:00,448.84,123,active
SH_2801,MV_4987,TH_163,SC_124,2024-03-28,18:45:00,202.71,175,active
SH_2802,MV_6240,TH_23,SC_416,2025-02-14,15:00:00,215.23,84,active
SH_2803,MV_9754,TH_314,SC_566,2023-04-20,14:15:00,162.77,149,active
SH_2804,MV_7933,TH_157,SC_337,2023-07-26,21:00:00,299.12,54,active
SH_2805,MV_1453,TH_410,SC_865,2023-09-19,19:15:00,356.24,153,active
SH_2806,MV_6178,TH_12,SC_948,2023-07-30,12:30:00,266.34,125,active
SH_2807,MV_9222,TH_71,SC_283,2023-11-01,10:30:00,455.06,199,active
SH_2808,MV_6684,TH_341,SC_474,2025-01-15,21:00:00,195.36,65,active
SH_2809,MV_242,TH_213,SC_423,2024-03-06,11:45:00,362.51,164,active
SH_2811,MV_2842,TH_17,SC_706,2025-01-20,20:00:00,439.55,70,active
SH_2812,MV_9418,TH_117,SC_703,2025-05-08,10:00:00,244.24,95,active
SH_2813,MV_5377,TH_47,SC_982,2024-04-25,19:45:00,397.78,80,active
SH_2814,MV_1841,TH_497,SC_365,2024-10-11,12:45:00,282.81,131,active
SH_2815,MV_8514,TH_56,SC_392,2025-09-10,11:15:00,448.57,167,active
SH_2816,MV_8316,TH_331,SC_723,2025-06-16,15:45:00,357.39,106,active
SH_2817,MV_2569,TH_331,SC_286,2023-05-11,19:45:00,446.49,178,active
SH_2818,MV_4587,TH_468,SC_183,2025-01-31,21:15:00,321.03,189,active
SH_2819,MV_5712,TH_355,SC_762,2024-04-22,14:45:00,264.96,180,active
SH_2820,MV_4625,TH_207,SC_353,2023-08-22,17:30:00,426.15,156,active
SH_2821,MV_2481,TH_471,SC_639,2024-10-03,12:00:00,476.95,93,active
SH_2822,MV_4240,TH_312,SC_92,2024-07-10,22:00:00,465.85,192,active
SH_2824,MV_4704,TH_287,SC_654,2024-01-10,17:00:00,290.31,156,active
SH_2825,MV_2733,TH_255,SC_181,2023-05-06,10:30:00,490.16,171,active
SH_2826,MV_7490,TH_139,SC_787,2024-11-01,14:00:00,334.43,118,active
SH_2828,MV_6553,TH_140,SC_416,2024-02-07,11:30:00,300.09,126,active
SH_2830,MV_3972,TH_160,SC_546,2024-02-25,12:00:00,243.49,121,active
SH_2831,MV_4795,TH_346,SC_50,2023-09-19,17:00:00,157.95,115,active
SH_2832,MV_6571,TH_109,SC_550,2023-02-23,21:00:00,163.73,198,active
SH_2833,MV_2960,TH_443,SC_668,2025-06-03,15:45:00,440.05,110,active
SH_2834,MV_9178,TH_265,SC_253,2023-04-28,20:00:00,373.69,80,active
SH_2835,MV_5880,TH_3,SC_5,2025-09-04,14:30:00,408.85,133,active
SH_2836,MV_3434,TH_434,SC_467,2024-03-23,17:45:00,433.64,82,active
SH_2837,MV_8537,TH_317,SC_423,2024-08-31,18:45:00,230.45,115,active
SH_2838,MV_7472,TH_280,SC_675,2023-06-13,12:30:00,209.07,104,active
SH_2839,MV_7639,TH_217,SC_586,2024-05-07,14:45:00,431.19,176,active
SH_2841,MV_1821,TH_114,SC_289,2023-09-28,19:45:00,485.58,140,active
SH_2842,MV_3359,TH_81,SC_693,2025-09-05,16:30:00,467.83,172,active
SH_2843,MV_6849,TH_39,SC_562,2023-10-17,15:30:00,237.58,196,active
SH_2844,MV_1751,TH_88,SC_443,2025-11-06,13:00:00,299.53,124,active
SH_2845,MV_3367,TH_69,SC_864,2025-08-20,17:45:00,323.4,147,active
SH_2846,MV_6847,TH_17,SC_942,2024-11-09,21:30:00,367.84,67,active
SH_2848,MV_9649,TH_313,SC_165,2025-07-09,15:45:00,480.0,186,active
SH_2849,MV_4763,TH_56,SC_849,2025-10-15,13:30:00,334.25,167,active
SH_2850,MV_2261,TH_406,SC_256,2023-07-25,14:30:00,354.11,50,active
SH_2851,MV_8127,TH_97,SC_911,2024-05-29,18:45:00,460.0,134,active
SH_2852,MV_2675,TH_45,SC_746,2024-03-27,14:45:00,434.49,144,active
SH_2853,MV_2005,TH_422,SC_858,2025-01-08,13:30:00,460.2,76,active
SH_2854,MV_860,TH_191,SC_191,2023-12-03,14:00:00,361.89,124,active
SH_2855,MV_4034,TH_209,SC_783,2025-01-15,17:00:00,421.42,180,active
SH_2856,MV_9829,TH_97,SC_994,2023-07-24,20:15:00,225.31,155,active
SH_2857,MV_8915,TH_396,SC_503,2023-12-30,21:45:00,407.97,157,active
SH_2858,MV_1950,TH_24,SC_234,2024-05-13,19:00:00,405.28,133,active
SH_2859,MV_417,TH_16,SC_648,2025-12-10,15:30:00,183.75,122,active
SH_2860,MV_6383,TH_437,SC_646,2025-12-12,22:30:00,290.73,146,active
SH_2861,MV_4048,TH_78,SC_188,2025-09-15,15:00:00,352.02,177,active
SH_2862,MV_4220,TH_65,SC_90,2023-12-11,14:15:00,460.38,110,active
SH_2863,MV_9522,TH_427,SC_967,2024-03-14,18:00:00,171.35,121,active
SH_2864,MV_1281,TH_372,SC_294,2023-02-06,17:00:00,363.47,58,active
SH_2865,MV_758,TH_117,SC_170,2025-10-01,16:15:00,496.34,122,active
SH_2866,MV_9124,TH_236,SC_861,2023-01-14,20:00:00,191.95,148,active
SH_2867,MV_3567,TH_269,SC_982,2023-05-05,20:00:00,151.62,185,active
SH_2868,MV_8117,TH_155,SC_658,2024-02-21,16:30:00,154.27,118,active
SH_2869,MV_6504,TH_420,SC_612,2025-05-14,10:00:00,264.81,144,active
SH_2870,MV_476,TH_115,SC_297,2024-08-06,22:15:00,299.37,101,active
SH_2871,MV_4109,TH_208,SC_812,2025-01-19,10:45:00,354.67,69,active
SH_2872,MV_972,TH_70,SC_520,2023-02-14,18:15:00,362.43,123,active
SH_2873,MV_7173,TH_305,SC_91,2025-05-22,17:00:00,360.48,129,active
SH_2874,MV_7729,TH_178,SC_938,2023-06-02,16:45:00,230.67,131,active
SH_2876,MV_35,TH_66,SC_819,2025-10-16,19:00:00,236.48,154,active
SH_2877,MV_640,TH_168,SC_782,2025-04-09,12:15:00,458.33,67,active
SH_2878,MV_7500,TH_272,SC_982,2024-08-11,11:45:00,312.48,193,active
SH_2879,MV_9699,TH_295,SC_371,2024-05-07,10:30:00,285.36,68,active
SH_2880,MV_6583,TH_410,SC_961,2025-07-30,12:30:00,472.63,75,active
SH_2881,MV_1345,TH_71,SC_523,2025-01-31,20:15:00,210.4,135,active
SH_2882,MV_7245,TH_127,SC_743,2025-12-20,20:15:00,383.33,59,active
SH_2883,MV_1851,TH_24,SC_564,2024-08-13,17:00:00,486.83,85,active
SH_2884,MV_7391,TH_350,SC_106,2024-12-02,15:45:00,245.0,186,active
SH_2885,MV_5803,TH_208,SC_447,2024-12-04,13:45:00,360.01,56,active
SH_2887,MV_8322,TH_272,SC_444,2024-10-20,15:30:00,274.81,163,active
SH_2888,MV_3142,TH_118,SC_141,2024-02-14,13:15:00,461.27,65,active
SH_2889,MV_5989,TH_262,SC_631,2024-12-16,14:30:00,188.87,145,active
SH_2890,MV_8828,TH_490,SC_877,2024-08-04,19:00:00,355.52,195,active
SH_2891,MV_2203,TH_320,SC_191,2025-12-21,10:15:00,468.17,109,active
SH_2892,MV_8456,TH_435,SC_671,2023-05-20,13:45:00,274.06,136,active
SH_2893,MV_4882,TH_373,SC_66,2025-04-27,18:00:00,151.02,157,active
SH_2894,MV_5623,TH_329,SC_276,2023-02-20,16:00:00,405.72,148,active
SH_2895,MV_6019,TH_150,SC_658,2024-12-27,19:30:00,295.54,123,active
SH_2896,MV_8329,TH_93,SC_341,2025-02-25,11:15:00,268.2,142,active
SH_2897,MV_2254,TH_406,SC_403,2023-09-25,14:00:00,403.7,171,active
SH_2898,MV_1628,TH_108,SC_184,2023-05-07,15:00:00,287.75,178,active
SH_2899,MV_5539,TH_365,SC_59,2025-10-24,10:00:00,429.07,175,active
SH_2900,MV_5924,TH_116,SC_742,2024-06-05,19:45:00,274.08,68,active
SH_2901,MV_2710,TH_414,SC_181,2025-11-14,20:15:00,458.1,104,active
SH_2903,MV_5356,TH_451,SC_523,2024-11-23,17:15:00,471.43,74,active
SH_2904,MV_775,TH_264,SC_229,2023-04-24,13:15:00,276.96,163,active
SH_2905,MV_6161,TH_471,SC_998,2025-12-24,19:30:00,165.36,118,active
SH_2906,MV_3617,TH_387,SC_604,2025-03-03,21:00:00,296.99,106,active
SH_2907,MV_1884,TH_62,SC_794,2024-02-03,13:30:00,208.93,65,active
SH_2908,MV_7608,TH_199,SC_664,2025-07-19,18:15:00,254.0,120,active
SH_2909,MV_6455,TH_217,SC_195,2023-05-13,10:45:00,184.83,62,active
SH_2911,MV_9479,TH_229,SC_464,2023-12-02,11:30:00,458.93,142,active
SH_2912,MV_2459,TH_336,SC_745,2025-09-05,13:00:00,243.01,81,active
SH_2913,MV_3548,TH_100,SC_343,2023-06-28,13:15:00,477.31,88,active
SH_2914,MV_5351,TH_117,SC_821,2025-03-13,20:30:00,447.72,174,active
SH_2918,MV_4360,TH_384,SC_234,2024-12-12,11:00:00,266.5,197,active
SH_2919,MV_4171,TH_353,SC_41,2023-07-14,15:15:00,312.07,163,active
SH_2920,MV_2637,TH_71,SC_632,2024-11-19,17:15:00,199.44,140,active
SH_2921,MV_4401,TH_49,SC_812,2025-04-04,14:45:00,331.14,75,active
SH_2922,MV_6485,TH_348,SC_442,2025-01-27,10:45:00,470.66,121,active
SH_2923,MV_9551,TH_85,SC_202,2023-08-02,10:00:00,395.53,55,active
SH_2924,MV_7751,TH_310,SC_752,2024-03-09,20:15:00,325.82,93,active
SH_2925,MV_686,TH_89,SC_529,2023-02-27,12:45:00,214.62,52,active
SH_2926,MV_9172,TH_329,SC_645,2023-05-30,10:15:00,446.34,188,active
SH_2927,MV_2253,TH_150,SC_297,2023-09-13,16:30:00,163.05,90,active
SH_2929,MV_3407,TH_76,SC_377,2025-06-18,17:30:00,214.21,185,active
SH_2930,MV_9229,TH_206,SC_548,2024-08-03,17:00:00,462.5,130,active
SH_2931,MV_4174,TH_70,SC_77,2025-06-08,15:00:00,157.07,137,active
SH_2932,MV_9901,TH_230,SC_968,2023-09-10,12:15:00,456.19,61,active
SH_2933,MV_5692,TH_42,SC_30,2024-08-24,14:15:00,283.54,168,active
SH_2934,MV_1962,TH_101,SC_848,2024-07-06,16:45:00,293.97,195,active
SH_2935,MV_3327,TH_141,SC_888,2025-10-08,17:30:00,275.74,164,active
SH_2936,MV_8555,TH_372,SC_736,2024-01-25,17:45:00,166.97,124,active
SH_2939,MV_8990,TH_359,SC_740,2025-05-01,16:45:00,416.7,169,active
SH_2940,MV_8976,TH_295,SC_988,2023-04-02,21:30:00,449.25,79,active
SH_2941,MV_8614,TH_335,SC_325,2023-11-11,19:15:00,448.47,65,active
SH_2942,MV_9262,TH_227,SC_491,2023-08-27,18:30:00,237.96,103,active
SH_2943,MV_5816,TH_80,SC_453,2023-12-01,18:15:00,332.79,118,active
SH_2944,MV_345,TH_399,SC_103,2024-12-05,21:30:00,460.79,167,active
SH_2945,MV_5376,TH_457,SC_774,2025-11-11,16:15:00,313.08,112,active
SH_2946,MV_3673,TH_462,SC_935,2025-09-26,14:00:00,289.43,148,active
SH_2947,MV_9826,TH_30,SC_729,2023-12-02,18:30:00,388.85,153,active
SH_2948,MV_9366,TH_293,SC_140,2025-07-23,15:45:00,296.64,191,active
SH_2949,MV_4666,TH_27,SC_279,2025-03-27,18:15:00,234.47,151,active
SH_2950,MV_2008,TH_230,SC_103,2024-04-22,13:45:00,389.43,188,active
SH_2952,MV_679,TH_242,SC_162,2023-03-20,16:15:00,304.39,52,active
SH_2953,MV_6574,TH_36,SC_3,2023-01-13,21:30:00,292.89,168,active
SH_2954,MV_2451,TH_423,SC_379,2025-06-20,21:15:00,344.32,185,active
SH_2955,MV_5650,TH_478,SC_634,2024-11-08,17:30:00,292.97,61,active
SH_2956,MV_2404,TH_481,SC_150,2024-09-05,22:30:00,262.65,196,active
SH_2957,MV_5000,TH_162,SC_943,2024-07-11,11:45:00,360.93,54,active
SH_2958,MV_1032,TH_415,SC_138,2025-08-21,16:45:00,159.99,109,active
SH_2959,MV_1408,TH_93,SC_533,2024-03-18,21:45:00,292.18,172,active
SH_2960,MV_7158,TH_482,SC_171,2023-09-19,18:00:00,391.27,86,active
SH_2962,MV_4940,TH_56,SC_93,2025-03-08,10:45:00,196.68,167,active
SH_2963,MV_3668,TH_166,SC_873,2025-05-19,20:00:00,160.72,166,active
SH_2964,MV_7270,TH_413,SC_184,2024-01-31,17:30:00,468.82,100,active
SH_2966,MV_6458,TH_182,SC_525,2023-10-17,17:45:00,466.88,176,active
SH_2967,MV_854,TH_138,SC_175,2025-09-29,19:15:00,249.95,185,active
SH_2968,MV_9921,TH_82,SC_906,2024-02-23,22:45:00,485.3,162,active
SH_2969,MV_3125,TH_111,SC_655,2023-07-03,20:30:00,243.91,163,active
SH_2970,MV_9508,TH_153,SC_34,2023-11-25,19:45:00,329.98,183,active
SH_2971,MV_2854,TH_165,SC_160,2023-10-25,19:45:00,283.5,107,active
SH_2972,MV_9136,TH_409,SC_287,2025-09-09,15:00:00,278.51,155,active
SH_2973,MV_159,TH_486,SC_116,2025-01-20,15:30:00,238.64,104,active
SH_2974,MV_1963,TH_241,SC_472,2025-08-25,21:30:00,341.55,187,active
SH_2975,MV_4957,TH_54,SC_798,2025-03-29,10:30:00,483.84,129,active
SH_2976,MV_6175,TH_457,SC_543,2023-12-22,21:30:00,434.43,74,active
SH_2977,MV_209,TH_79,SC_414,2023-12-14,13:45:00,230.34,77,active
SH_2978,MV_6609,TH_149,SC_269,2025-12-25,17:15:00,318.43,105,active
SH_2979,MV_3018,TH_383,SC_855,2025-07-26,14:00:00,318.66,81,active
SH_2980,MV_3662,TH_143,SC_213,2023-09-03,14:30:00,355.14,141,active
SH_2981,MV_545,TH_198,SC_205,2025-06-07,20:45:00,152.95,137,active
SH_2982,MV_7148,TH_52,SC_177,2024-05-18,20:45:00,381.29,195,active
SH_2983,MV_6676,TH_194,SC_549,2024-08-11,21:00:00,314.67,199,active
SH_2984,MV_7793,TH_131,SC_313,2024-04-28,11:15:00,201.94,136,active
SH_2985,MV_3783,TH_133,SC_759,2023-12-02,22:00:00,213.09,69,active
SH_2986,MV_8889,TH_360,SC_813,2025-11-16,10:15:00,310.92,56,active
SH_2987,MV_8874,TH_130,SC_848,2023-03-04,20:15:00,472.44,95,active
SH_2988,MV_3496,TH_140,SC_839,2025-03-03,19:00:00,300.96,81,active
SH_2989,MV_7480,TH_46,SC_817,2023-11-12,10:15:00,321.89,177,active
SH_2991,MV_3489,TH_422,SC_956,2024-06-04,21:15:00,481.86,142,active
SH_2992,MV_8898,TH_432,SC_232,2025-03-17,14:30:00,499.27,177,active
SH_2993,MV_4944,TH_5,SC_299,2024-09-29,18:15:00,479.74,157,active
SH_2994,MV_3345,TH_65,SC_708,2023-01-03,11:15:00,249.68,100,active
SH_2995,MV_1085,TH_324,SC_946,2023-03-23,11:45:00,175.48,92,active
SH_2996,MV_1918,TH_301,SC_685,2024-04-18,21:45:00,222.22,147,active
SH_2997,MV_3079,TH_395,SC_100,2025-06-08,12:15:00,245.75,194,active
SH_2999,MV_6906,TH_336,SC_948,2023-04-07,22:30:00,452.64,123,active
SH_3000,MV_7124,TH_334,SC_594,2024-01-17,10:30:00,385.18,98,active
SH_3002,MV_8209,TH_268,SC_671,2025-04-13,11:15:00,470.05,156,active
SH_3003,MV_8902,TH_110,SC_685,2025-07-08,10:45:00,460.95,111,active
SH_3004,MV_1341,TH_473,SC_853,2024-05-02,19:00:00,348.59,84,active
SH_3005,MV_3433,TH_340,SC_15,2023-08-24,16:30:00,385.92,65,active
SH_3006,MV_7841,TH_126,SC_580,2023-11-25,10:00:00,305.0,83,active
SH_3008,MV_2315,TH_380,SC_738,2023-12-08,18:30:00,293.01,97,active
SH_3010,MV_7624,TH_276,SC_289,2023-01-28,13:45:00,437.17,160,active
SH_3011,MV_5211,TH_61,SC_216,2024-06-23,15:00:00,484.67,104,active
SH_3012,MV_3244,TH_335,SC_391,2025-01-11,14:30:00,304.34,80,active
SH_3013,MV_9314,TH_249,SC_939,2024-06-12,16:30:00,160.41,58,active
SH_3015,MV_4548,TH_171,SC_867,2025-09-25,22:15:00,245.31,58,active
SH_3016,MV_5720,TH_5,SC_340,2023-01-17,15:15:00,426.77,83,active
SH_3017,MV_5699,TH_317,SC_617,2025-10-11,20:30:00,435.18,94,active
SH_3018,MV_3020,TH_266,SC_769,2023-09-06,15:45:00,213.48,81,active
SH_3019,MV_9483,TH_151,SC_285,2025-04-20,16:15:00,189.04,197,active
SH_3020,MV_3031,TH_268,SC_184,2025-12-13,16:45:00,223.94,179,active
SH_3021,MV_8826,TH_245,SC_957,2023-05-13,16:00:00,472.09,112,active
SH_3022,MV_8584,TH_95,SC_138,2025-08-06,16:30:00,481.18,99,active
SH_3023,MV_4887,TH_497,SC_333,2025-11-18,21:30:00,181.47,148,active
SH_3024,MV_738,TH_283,SC_536,2025-10-04,19:45:00,185.65,185,active
SH_3025,MV_711,TH_279,SC_133,2025-03-09,12:30:00,176.89,166,active
SH_3026,MV_9962,TH_253,SC_258,2023-07-13,16:30:00,378.93,143,active
SH_3027,MV_8148,TH_293,SC_510,2023-12-10,21:45:00,370.75,134,active
SH_3028,MV_4381,TH_3,SC_948,2023-01-06,10:45:00,229.72,96,active
SH_3029,MV_4360,TH_440,SC_993,2023-10-27,20:45:00,245.92,99,active
SH_3030,MV_1968,TH_249,SC_822,2024-07-18,12:45:00,404.12,63,active
SH_3031,MV_5272,TH_255,SC_839,2024-04-30,20:00:00,159.25,116,active
SH_3032,MV_1067,TH_121,SC_844,2023-10-09,12:30:00,395.34,138,active
SH_3033,MV_6667,TH_313,SC_912,2023-02-24,14:00:00,338.02,53,active
SH_3034,MV_9074,TH_263,SC_793,2023-11-03,21:45:00,267.76,78,active
SH_3035,MV_1029,TH_449,SC_773,2023-04-23,21:15:00,272.53,65,active
SH_3037,MV_1906,TH_146,SC_714,2023-10-19,12:00:00,438.78,191,active
SH_3038,MV_6889,TH_180,SC_31,2023-05-29,16:15:00,334.93,55,active
SH_3039,MV_2792,TH_175,SC_156,2023-10-28,19:15:00,349.01,136,active
SH_3040,MV_692,TH_341,SC_695,2025-10-22,11:15:00,289.22,65,active
SH_3041,MV_1850,TH_286,SC_903,2024-06-07,16:45:00,497.11,155,active
SH_3042,MV_5509,TH_244,SC_353,2025-05-25,15:00:00,497.51,108,active
SH_3043,MV_1300,TH_23,SC_832,2024-12-07,14:00:00,293.47,161,active
