review_id,user_id,movie_id,rating,comment,review_date
REV_1470,US_6776,MV_3692,7.7,Could be better.,2025-10-10 05:20:15
REV_1471,US_5459,MV_8259,3.3,Great movie!,2025-10-01 16:49:37
REV_1472,US_8960,MV_6824,1.3,Great movie!,2025-05-24 08:24:23
REV_1473,US_3220,MV_2694,6.1,Great movie!,2025-08-08 04:06:02
REV_1474,US_8734,MV_24,6.0,Could be better.,2025-09-06 19:31:17
REV_1475,US_2023,MV_8912,7.2,Great movie!,2025-01-13 11:30:21
REV_1476,US_6068,MV_7499,8.4,Great movie!,2025-10-13 07:59:31
REV_1477,US_2666,MV_7320,9.9,Great movie!,2025-11-15 07:54:28
REV_1478,US_2362,MV_5425,2.2,Great movie!,2024-05-02 21:39:25
REV_1479,US_9897,MV_8757,4.7,Great movie!,2025-08-30 23:18:21
REV_1481,US_9923,MV_2238,3.5,Could be better.,2025-11-09 06:44:19
REV_1482,US_1434,MV_5501,1.3,Could be better.,2025-04-09 23:36:12
REV_1483,US_9146,MV_4390,3.9,Great movie!,2025-05-26 17:22:35
REV_1484,US_2403,MV_8070,9.2,Great movie!,2025-11-20 22:07:18
REV_1485,US_7365,MV_2268,1.1,Could be better.,2024-09-23 02:16:42
REV_1486,US_330,MV_8898,7.5,Great movie!,2025-11-01 11:35:10
REV_1487,US_2378,MV_2996,7.2,Great movie!,2025-02-10 10:35:53
REV_1488,US_6629,MV_3764,9.5,Great movie!,2025-07-08 12:05:54
REV_1489,US_6378,MV_7827,7.5,Could be better.,2024-01-06 06:52:05
REV_1490,US_6500,MV_5591,9.6,Could be better.,2024-06-28 13:09:13
REV_1491,US_9654,MV_1517,9.6,Great movie!,2025-11-15 01:33:45
REV_1492,US_1789,MV_3826,2.5,Could be better.,2025-09-16 22:30:02
REV_1493,US_9487,MV_1297,6.8,Could be better.,2025-04-11 15:49:46
REV_1494,US_7752,MV_2448,5.2,Could be better.,2025-07-31 23:44:00
REV_1495,US_592,MV_6637,5.9,Could be better.,2024-02-29 04:14:07
REV_1496,US_1736,MV_2547,3.2,Could be better.,2024-12-30 03:46:51
REV_1497,US_3874,MV_8992,6.9,Could be better.,2024-06-02 21:13:41
REV_1498,US_9894,MV_4968,3.7,Great movie!,2024-02-02 12:36:53
REV_1501,US_2229,MV_7837,7.1,Could be better.,2024-03-10 18:05:18
REV_1502,US_3619,MV_9111,4.2,Great movie!,2025-12-29 08:03:22
REV_1503,US_170,MV_2556,8.7,Could be better.,2025-11-14 06:37:29
REV_1504,US_1524,MV_6880,6.7,Could be better.,2025-05-01 06:53:31
REV_1505,US_2015,MV_5889,3.1,Great movie!,2024-12-22 22:48:05
REV_1506,US_2680,MV_7290,5.4,Great movie!,2024-05-15 14:51:57
REV_1508,US_5172,MV_6121,7.7,Could be better.,2024-01-09 15:56:35
REV_1509,US_8002,MV_5225,2.6,Great movie!,2025-01-30 01:34:33
REV_1510,US_5486,MV_9844,6.3,Great movie!,2024-08-20 16:48:20
REV_1511,US_9120,MV_335,1.8,Great movie!,2025-06-04 17:34:53
REV_1512,US_3376,MV_223,7.7,Great movie!,2025-07-23 04:27:43
REV_1513,US_3136,MV_1964,9.2,Could be better.,2025-09-07 09:58:19
REV_1514,US_5498,MV_3032,8.0,Could be better.,2024-06-22 12:09:27
REV_1515,US_4556,MV_9622,9.8,Could be better.,2025-05-25 19:07:43
REV_1516,US_5871,MV_4579,9.3,Could be better.,2024-11-01 17:45:11
REV_1517,US_1610,MV_7778,8.7,Great movie!,2024-06-20 14:33:52
REV_1518,US_4321,MV_439,9.6,Could be better.,2024-06-07 12:10:49
REV_1519,US_9178,MV_3933,5.5,Could be better.,2024-03-27 15:53:48
REV_1520,US_2325,MV_6739,5.3,Great movie!,2025-09-29 23:28:49
REV_1521,US_6685,MV_7371,6.1,Great movie!,2024-02-12 03:06:29
REV_1522,US_1118,MV_6346,1.2,Could be better.,2025-02-13 07:28:50
REV_1523,US_6298,MV_1501,8.5,Great movie!,2024-01-10 02:36:31
REV_1524,US_4188,MV_531,3.7,Great movie!,2025-01-12 15:28:18
REV_1525,US_4452,MV_8340,1.9,Could be better.,2025-11-03 10:10:10
REV_1526,US_1124,MV_9954,2.7,Great movie!,2024-01-17 13:02:52
REV_1527,US_8018,MV_9344,9.9,Great movie!,2025-03-29 06:25:45
REV_1528,US_8508,MV_7241,7.1,Great movie!,2025-05-04 15:47:08
REV_1529,US_1984,MV_2104,5.0,Great movie!,2024-11-29 21:23:23
REV_1530,US_2068,MV_9933,1.1,Could be better.,2024-08-14 04:27:12
REV_1531,US_1329,MV_4251,8.0,Could be better.,2024-01-30 23:57:25
REV_1532,US_549,MV_8959,8.0,Could be better.,2024-05-15 04:13:14
REV_1533,US_3881,MV_5191,3.9,Great movie!,2025-06-29 06:49:42
REV_1534,US_8764,MV_2672,6.7,Could be better.,2025-07-17 21:01:52
REV_1535,US_6305,MV_5231,9.3,Could be better.,2024-10-22 13:31:14
REV_1536,US_379,MV_5791,3.0,Could be better.,2025-10-14 12:40:58
REV_1537,US_6606,MV_4436,7.1,Could be better.,2024-06-07 06:57:45
REV_1538,US_505,MV_2539,6.7,Could be better.,2025-01-01 09:46:24
REV_1539,US_6243,MV_514,8.3,Could be better.,2025-04-17 20:52:11
REV_1540,US_9368,MV_63,2.7,Great movie!,2024-03-24 20:26:21
REV_1541,US_3050,MV_9495,5.6,Could be better.,2025-11-03 11:58:09
REV_1542,US_55,MV_5773,2.0,Could be better.,2025-03-01 00:52:03
REV_1543,US_9723,MV_8195,4.3,Great movie!,2024-10-13 22:21:32
REV_1544,US_631,MV_2187,7.1,Great movie!,2025-05-23 06:50:36
REV_1545,US_6618,MV_2341,9.0,Great movie!,2025-06-18 00:52:11
REV_1546,US_783,MV_959,5.6,Great movie!,2025-10-14 16:33:01
REV_1547,US_9389,MV_7547,2.3,Great movie!,2024-06-22 00:46:37
REV_1548,US_5178,MV_9825,3.0,Great movie!,2024-09-19 19:15:24
REV_1549,US_2501,MV_7544,3.1,Great movie!,2024-10-14 02:31:57
REV_1550,US_7663,MV_5349,2.0,Great movie!,2024-10-10 08:42:30
REV_1551,US_8005,MV_6039,9.3,Great movie!,2025-11-21 01:06:08
REV_1552,US_847,MV_4892,2.1,Could be better.,2025-12-16 04:32:32
REV_1553,US_9748,MV_5563,9.8,Could be better.,2024-02-17 20:00:34
REV_1554,US_565,MV_5021,7.4,Could be better.,2025-07-20 19:35:31
REV_1555,US_4291,MV_2407,2.5,Great movie!,2025-12-02 07:15:49
REV_1556,US_8976,MV_1538,1.4,Great movie!,2024-08-26 03:12:19
REV_1557,US_3057,MV_2731,3.3,Great movie!,2024-05-09 09:57:10
REV_1558,US_3502,MV_9630,6.6,Could be better.,2025-12-18 23:24:55
REV_1559,US_2149,MV_5427,9.7,Could be better.,2024-05-07 21:47:16
REV_1560,US_2096,MV_8877,7.3,Could be better.,2024-11-20 05:21:54
REV_1561,US_1172,MV_4380,6.6,Great movie!,2024-10-05 15:01:04
REV_1562,US_6467,MV_1099,1.9,Could be better.,2025-11-16 09:07:12
REV_1563,US_332,MV_3875,9.3,Could be better.,2024-11-09 08:01:11
REV_1564,US_4344,MV_8431,9.3,Great movie!,2025-09-06 06:59:34
REV_1565,US_713,MV_6235,3.3,Could be better.,2024-06-22 19:12:05
REV_1566,US_1510,MV_602,2.7,Great movie!,2025-11-27 19:10:33
REV_1567,US_6400,MV_895,2.6,Great movie!,2025-11-14 16:52:52
REV_1568,US_893,MV_2201,9.0,Great movie!,2025-06-27 10:24:53
REV_1569,US_7752,MV_341,6.2,Could be better.,2025-10-18 19:31:46
REV_1570,US_4868,MV_8399,2.5,Great movie!,2025-11-25 20:59:11
REV_1571,US_9876,MV_240,5.6,Great movie!,2025-11-16 20:57:29
REV_1572,US_6815,MV_7990,8.7,Great movie!,2025-08-03 00:24:35
REV_1573,US_4103,MV_1909,7.5,Could be better.,2024-10-22 07:45:52
REV_1574,US_2285,MV_4636,6.2,Could be better.,2025-02-13 05:01:33
REV_1575,US_4157,MV_1291,7.6,Great movie!,2024-01-13 23:20:30
REV_1576,US_3843,MV_4531,6.2,Could be better.,2024-01-16 07:21:41
REV_1577,US_4861,MV_4828,9.6,Could be better.,2025-04-24 15:58:40
REV_1578,US_4489,MV_6820,5.9,Great movie!,2025-11-28 15:07:49
REV_1579,US_4270,MV_3686,1.9,Could be better.,2024-03-05 23:15:20
REV_1580,US_71,MV_5087,3.4,Great movie!,2025-01-18 03:20:26
REV_1581,US_5059,MV_4525,7.1,Could be better.,2024-08-18 06:58:38
REV_1582,US_9986,MV_8832,5.6,Great movie!,2024-05-04 08:03:15
REV_1583,US_3834,MV_8256,6.0,Great movie!,2025-05-31 06:29:58
REV_1584,US_7442,MV_8420,6.5,Could be better.,2024-09-02 13:57:18
REV_1585,US_9340,MV_7412,4.5,Great movie!,2024-10-26 01:12:33
REV_1586,US_6021,MV_4694,4.9,Great movie!,2025-08-23 20:38:09
REV_1587,US_4417,MV_7510,9.9,Great movie!,2025-10-31 12:52:34
REV_1588,US_5582,MV_3656,9.4,Could be better.,2025-01-16 17:20:03
REV_1589,US_7742,MV_3100,8.4,Great movie!,2024-07-17 16:19:56
REV_1590,US_2538,MV_1767,1.2,Great movie!,2024-04-19 08:26:27
REV_1591,US_5122,MV_4642,4.1,Could be better.,2025-07-13 19:02:55
REV_1593,US_7139,MV_81,3.7,Great movie!,2024-11-26 00:04:20
REV_1594,US_6577,MV_7542,3.9,Great movie!,2025-04-25 04:56:07
REV_1595,US_2208,MV_7611,9.5,Great movie!,2024-09-27 16:41:59
REV_1596,US_2681,MV_8330,4.9,Could be better.,2024-04-19 08:41:42
REV_1597,US_1033,MV_5447,7.0,Great movie!,2024-09-21 08:29:53
REV_1598,US_2362,MV_562,7.8,Could be better.,2024-02-04 13:50:22
REV_1599,US_6342,MV_3479,3.1,Great movie!,2024-08-09 03:59:02
REV_1600,US_906,MV_3934,5.7,Great movie!,2025-05-25 11:09:16
REV_1601,US_6054,MV_3290,5.6,Could be better.,2024-03-12 09:32:00
REV_1602,US_1450,MV_3451,8.9,Great movie!,2024-05-02 04:56:41
REV_1603,US_4048,MV_4809,1.2,Could be better.,2025-05-31 13:09:05
REV_1604,US_6932,MV_8673,1.6,Great movie!,2024-11-09 01:12:15
REV_1605,US_3396,MV_3836,8.4,Great movie!,2025-06-06 08:05:37
REV_1606,US_2735,MV_3576,3.0,Could be better.,2024-07-14 08:34:56
REV_1607,US_75,MV_6114,8.2,Could be better.,2025-08-16 06:54:25
REV_1608,US_6066,MV_8719,8.6,Could be better.,2024-10-17 17:54:58
REV_1609,US_3295,MV_8447,3.4,Great movie!,2024-01-24 15:33:56
REV_1610,US_7878,MV_2885,3.1,Could be better.,2024-08-16 02:50:31
REV_1612,US_9568,MV_240,9.4,Great movie!,2025-11-01 09:00:52
REV_1613,US_4052,MV_7548,6.5,Could be better.,2024-06-14 05:06:38
REV_1614,US_8668,MV_6145,9.7,Great movie!,2025-11-07 00:18:06
REV_1615,US_865,MV_7312,2.9,Could be better.,2024-07-26 21:27:05
REV_1616,US_7959,MV_6719,2.8,Great movie!,2024-01-12 18:52:19
REV_1617,US_3299,MV_8834,2.4,Great movie!,2024-01-10 19:17:27
REV_1618,US_8597,MV_3919,9.8,Great movie!,2025-10-14 23:22:55
REV_1619,US_6634,MV_8831,3.6,Could be better.,2025-10-15 09:19:22
REV_1620,US_1183,MV_3548,1.3,Great movie!,2024-03-16 07:03:17
REV_1621,US_6357,MV_3803,9.9,Could be better.,2025-04-28 18:53:14
REV_1624,US_317,MV_8431,7.7,Could be better.,2024-06-19 19:52:25
REV_1625,US_721,MV_6496,4.7,Great movie!,2024-10-12 02:30:22
REV_1626,US_1133,MV_4176,5.4,Great movie!,2025-10-16 20:22:48
REV_1627,US_586,MV_3885,8.1,Could be better.,2025-06-15 00:45:52
REV_1628,US_2601,MV_993,4.8,Great movie!,2025-07-13 12:05:22
REV_1629,US_2586,MV_5456,2.0,Could be better.,2025-06-05 01:07:17
REV_1630,US_6762,MV_6688,3.1,Great movie!,2024-05-13 17:14:28
REV_1631,US_2329,MV_3683,2.0,Could be better.,2025-01-31 06:31:59
REV_1632,US_7296,MV_3459,6.1,Could be better.,2024-05-29 08:04:19
REV_1633,US_3440,MV_9550,6.7,Great movie!,2025-06-01 02:10:54
REV_1634,US_2813,MV_9046,4.8,Could be better.,2025-05-06 20:55:49
REV_1635,US_6802,MV_5149,6.0,Could be better.,2025-08-17 14:08:56
REV_1637,US_9810,MV_6880,6.2,Great movie!,2025-12-05 17:01:47
REV_1638,US_6078,MV_1282,2.2,Could be better.,2024-12-09 21:02:23
REV_1639,US_6732,MV_7818,2.1,Could be better.,2025-04-09 05:35:39
REV_1640,US_1802,MV_8512,3.6,Great movie!,2024-02-15 02:37:56
REV_1641,US_2777,MV_5400,2.7,Great movie!,2024-07-02 16:46:18
REV_1642,US_444,MV_5390,1.4,Great movie!,2025-09-13 01:57:33
REV_1643,US_9596,MV_651,3.6,Could be better.,2024-07-20 07:13:01
REV_1644,US_5669,MV_7183,8.2,Could be better.,2024-06-26 18:32:57
REV_1645,US_3989,MV_3651,8.1,Could be better.,2025-06-18 00:51:24
REV_1646,US_9117,MV_9172,2.8,Could be better.,2024-03-21 01:17:36
REV_1647,US_254,MV_1271,2.3,Great movie!,2025-02-21 10:13:25
REV_1648,US_5799,MV_8426,1.1,Great movie!,2024-02-22 15:24:57
REV_1649,US_1748,MV_5713,8.8,Great movie!,2025-07-13 09:30:09
REV_1650,US_8840,MV_7880,2.7,Great movie!,2024-01-12 04:00:45
REV_1651,US_1683,MV_430,9.6,Could be better.,2024-04-05 03:24:23
REV_1652,US_4980,MV_4244,6.2,Great movie!,2024-04-07 16:17:31
REV_1654,US_9573,MV_6498,3.1,Great movie!,2025-07-14 16:33:17
REV_1655,US_8866,MV_5283,3.7,Great movie!,2025-12-12 06:20:24
REV_1656,US_8931,MV_9920,9.9,Could be better.,2024-02-12 03:10:22
REV_1657,US_7866,MV_2606,1.4,Could be better.,2025-02-26 04:29:28
REV_1658,US_1725,MV_7565,6.4,Could be better.,2024-07-21 15:52:46
REV_1659,US_7763,MV_3320,2.3,Great movie!,2025-08-10 01:15:20
REV_1660,US_5017,MV_4960,4.2,Could be better.,2025-05-10 15:39:45
REV_1661,US_8737,MV_5106,7.1,Could be better.,2025-03-13 01:56:27
REV_1662,US_269,MV_8185,3.3,Great movie!,2024-04-16 04:43:41
REV_1663,US_1304,MV_9045,5.2,Could be better.,2024-12-12 01:57:53
REV_1664,US_4920,MV_788,1.4,Could be better.,2025-03-03 05:41:40
REV_1665,US_3122,MV_5784,1.9,Great movie!,2025-09-23 19:37:57
REV_1666,US_200,MV_7279,6.6,Could be better.,2024-03-29 18:16:29
REV_1667,US_8959,MV_6674,5.6,Great movie!,2024-11-11 02:25:46
REV_1668,US_9961,MV_6406,3.4,Great movie!,2024-11-18 14:56:02
REV_1669,US_3517,MV_7043,6.2,Great movie!,2025-06-07 09:54:43
REV_1670,US_4795,MV_3060,8.2,Great movie!,2024-12-22 17:06:33
REV_1671,US_2827,MV_1026,2.1,Great movie!,2024-04-14 15:39:35
REV_1672,US_776,MV_6604,4.0,Great movie!,2024-12-23 06:11:01
REV_1673,US_537,MV_455,8.7,Great movie!,2024-09-04 07:25:26
REV_1674,US_1624,MV_5781,1.1,Great movie!,2024-06-29 18:15:06
REV_1675,US_9121,MV_1977,4.2,Great movie!,2025-01-26 01:45:36
REV_1676,US_7214,MV_5017,6.2,Great movie!,2025-07-05 13:12:03
REV_1678,US_4493,MV_950,3.7,Great movie!,2025-09-03 06:04:33
REV_1679,US_1871,MV_4271,7.7,Great movie!,2024-08-30 08:33:05
REV_1680,US_4650,MV_3103,7.7,Great movie!,2024-06-14 09:06:21
REV_1681,US_4923,MV_5494,7.0,Great movie!,2024-07-27 13:12:36
REV_1682,US_7025,MV_9841,7.0,Great movie!,2024-06-08 11:55:00
REV_1683,US_8091,MV_6475,3.3,Could be better.,2025-01-20 10:24:59
REV_1684,US_7933,MV_4167,1.3,Could be better.,2025-09-01 10:46:20
REV_1685,US_9374,MV_3371,5.0,Great movie!,2025-01-04 19:58:36
REV_1686,US_5081,MV_3959,4.4,Could be better.,2025-03-15 06:24:25
REV_1687,US_1356,MV_1966,1.2,Great movie!,2024-07-19 18:18:52
REV_1688,US_1630,MV_9999,4.3,Could be better.,2024-10-30 06:08:45
REV_1689,US_8336,MV_3323,5.5,Great movie!,2025-09-10 08:59:41
REV_1690,US_8346,MV_7681,2.1,Great movie!,2025-08-22 05:43:42
REV_1691,US_2159,MV_6313,9.2,Could be better.,2024-07-07 09:37:41
REV_1692,US_6258,MV_6833,1.6,Could be better.,2024-07-20 20:18:52
REV_1693,US_4091,MV_8398,8.5,Could be better.,2025-06-07 12:24:53
REV_1694,US_734,MV_4201,3.4,Great movie!,2024-01-05 23:26:14
REV_1695,US_3938,MV_8664,1.6,Great movie!,2025-08-13 20:59:45
REV_1696,US_928,MV_9820,6.2,Could be better.,2025-02-22 22:30:12
REV_1697,US_3295,MV_5277,5.9,Could be better.,2025-10-22 22:19:36
REV_1698,US_6372,MV_1508,9.1,Could be better.,2025-05-10 01:43:54
REV_1699,US_9482,MV_8104,1.2,Could be better.,2025-02-14 04:43:56
REV_1700,US_1803,MV_5318,7.5,Great movie!,2024-11-12 12:03:30
REV_1701,US_1972,MV_2734,7.5,Great movie!,2024-03-28 04:48:43
REV_1702,US_7615,MV_4975,3.4,Great movie!,2024-05-31 19:11:12
REV_1703,US_3474,MV_7971,3.5,Great movie!,2024-08-27 06:20:40
REV_1704,US_7,MV_9806,6.4,Could be better.,2024-05-23 01:23:29
REV_1705,US_6120,MV_2355,2.6,Great movie!,2024-05-07 20:34:54
REV_1706,US_3607,MV_7519,8.0,Great movie!,2025-11-16 02:40:46
REV_1707,US_5804,MV_1457,6.0,Great movie!,2025-09-14 03:34:20
REV_1708,US_8494,MV_1393,5.4,Could be better.,2025-01-17 03:55:45
REV_1709,US_2991,MV_2451,4.1,Could be better.,2024-11-06 13:28:10
REV_1710,US_5062,MV_896,6.4,Great movie!,2024-06-07 11:38:49
REV_1711,US_1547,MV_7963,9.9,Great movie!,2024-07-22 13:37:01
REV_1712,US_7636,MV_6518,5.8,Great movie!,2025-03-17 21:25:28
REV_1713,US_8972,MV_1097,5.6,Great movie!,2024-10-05 22:16:48
REV_1714,US_330,MV_5766,7.6,Could be better.,2025-11-21 13:19:27
REV_1715,US_8905,MV_6280,4.0,Could be better.,2024-08-21 16:54:50
REV_1716,US_2721,MV_8,3.2,Could be better.,2024-01-16 20:24:47
REV_1717,US_2665,MV_5845,7.6,Great movie!,2025-05-07 05:40:13
REV_1718,US_1739,MV_5519,2.6,Could be better.,2024-08-30 15:10:49
REV_1719,US_5027,MV_8771,7.9,Could be better.,2025-08-31 02:15:10
REV_1720,US_3302,MV_7843,5.9,Great movie!,2024-06-08 06:01:25
REV_1721,US_3168,MV_3876,9.9,Great movie!,2025-05-24 04:41:00
REV_1722,US_7769,MV_8330,7.0,Could be better.,2024-05-04 14:25:57
REV_1723,US_7323,MV_1015,1.4,Could be better.,2024-06-12 20:46:47
REV_1724,US_9978,MV_6332,7.8,Great movie!,2025-11-06 16:00:35
REV_1725,US_3271,MV_8995,7.9,Great movie!,2024-07-29 15:56:13
REV_1726,US_3916,MV_3335,7.0,Great movie!,2024-01-03 07:27:13
REV_1727,US_6259,MV_2347,2.9,Great movie!,2024-11-22 18:17:23
REV_1728,US_2402,MV_1712,8.8,Could be better.,2025-11-28 07:40:35
REV_1729,US_7989,MV_4687,6.5,Could be better.,2025-09-24 19:27:13
REV_1730,US_8149,MV_1213,7.9,Great movie!,2024-07-17 21:49:45
REV_1731,US_1415,MV_3923,2.8,Great movie!,2025-09-28 17:01:19
REV_1732,US_80,MV_1570,4.8,Could be better.,2025-09-09 07:29:10
REV_1733,US_7586,MV_7649,1.9,Could be better.,2024-11-07 04:06:19
REV_1734,US_8603,MV_3517,7.1,Great movie!,2025-03-04 08:11:34
REV_1735,US_8657,MV_3685,1.1,Could be better.,2025-12-25 12:16:43
REV_1736,US_2821,MV_24,10.0,Could be better.,2024-02-23 19:30:31
REV_1737,US_8256,MV_8815,5.9,Could be better.,2025-03-29 20:43:53
REV_1738,US_9140,MV_7101,8.5,Could be better.,2024-07-21 02:39:49
REV_1739,US_6711,MV_9893,7.2,Great movie!,2024-09-19 05:00:30
REV_1740,US_4172,MV_926,7.8,Great movie!,2024-06-26 00:34:54
REV_1741,US_8443,MV_9478,4.0,Great movie!,2024-11-28 11:19:07
REV_1743,US_6618,MV_5126,3.0,Great movie!,2025-03-14 22:50:37
REV_1744,US_256,MV_5445,7.6,Great movie!,2025-11-15 00:52:10
REV_1745,US_1391,MV_5897,5.8,Great movie!,2025-01-28 03:06:53
REV_1746,US_9638,MV_7904,3.2,Great movie!,2024-06-27 21:56:39
REV_1747,US_8534,MV_4793,5.6,Could be better.,2024-11-07 08:33:56
REV_1748,US_8393,MV_3133,8.5,Great movie!,2024-11-18 06:29:53
REV_1749,US_7681,MV_7810,1.3,Could be better.,2024-02-16 20:09:25
REV_1750,US_115,MV_1175,8.7,Could be better.,2024-01-09 06:18:12
REV_1751,US_1084,MV_1164,7.5,Great movie!,2024-02-06 22:56:09
REV_1752,US_1781,MV_3217,2.0,Great movie!,2025-09-09 19:49:57
REV_1753,US_3001,MV_1433,3.3,Great movie!,2025-02-07 14:17:19
REV_1754,US_8950,MV_668,9.3,Could be better.,2024-06-16 10:37:33
REV_1755,US_5487,MV_6792,2.9,Great movie!,2024-04-10 09:30:18
REV_1756,US_1212,MV_5615,8.5,Great movie!,2024-10-31 13:49:45
REV_1757,US_9614,MV_5643,4.4,Could be better.,2025-05-29 17:38:13
REV_1758,US_866,MV_990,7.9,Could be better.,2025-05-04 16:26:55
REV_1759,US_9466,MV_4214,3.5,Great movie!,2025-10-07 08:30:04
REV_1760,US_9880,MV_5110,8.2,Great movie!,2024-02-15 06:50:34
REV_1761,US_9206,MV_628,9.5,Could be better.,2025-10-12 11:38:27
REV_1762,US_2089,MV_8022,1.5,Great movie!,2024-05-30 14:31:27
REV_1763,US_6173,MV_3948,5.8,Could be better.,2024-08-04 00:28:44
REV_1764,US_1796,MV_9037,7.7,Great movie!,2024-10-16 20:23:41
REV_1765,US_5925,MV_5642,9.3,Great movie!,2024-10-22 17:01:50
REV_1766,US_5106,MV_556,7.9,Great movie!,2025-06-28 17:06:40
REV_1768,US_5876,MV_54,8.1,Great movie!,2025-11-05 12:36:55
REV_1769,US_6269,MV_4797,6.3,Could be better.,2024-08-17 20:58:09
REV_1770,US_4128,MV_8760,2.0,Great movie!,2025-05-17 06:38:02
REV_1771,US_5697,MV_3680,4.2,Could be better.,2024-08-31 08:50:28
REV_1772,US_4941,MV_1311,8.6,Great movie!,2025-08-07 03:10:29
REV_1773,US_7916,MV_2625,2.1,Great movie!,2024-09-11 23:01:39
REV_1774,US_5874,MV_3595,1.5,Great movie!,2024-05-19 08:36:15
REV_1775,US_6692,MV_3970,8.2,Could be better.,2024-02-21 04:35:07
REV_1776,US_7996,MV_1453,2.1,Great movie!,2025-08-31 17:52:38
REV_1777,US_6894,MV_966,1.4,Great movie!,2024-07-08 17:45:36
REV_1778,US_9812,MV_9231,3.9,Could be better.,2025-04-15 21:49:30
REV_1779,US_940,MV_7621,8.7,Great movie!,2025-07-12 16:13:35
REV_1780,US_4929,MV_103,2.8,Could be better.,2025-05-09 01:49:48
REV_1781,US_1170,MV_5649,6.5,Could be better.,2025-05-25 03:44:18
REV_1782,US_7255,MV_8570,5.4,Great movie!,2025-10-03 16:19:30
REV_1783,US_2403,MV_980,2.8,Could be better.,2025-11-20 10:44:14
REV_1784,US_5412,MV_7240,9.1,Could be better.,2025-01-07 21:37:11
REV_1785,US_7937,MV_236,5.8,Could be better.,2025-07-23 22:58:26
REV_1786,US_6632,MV_5540,6.2,Could be better.,2024-05-20 08:31:31
REV_1787,US_5220,MV_318,3.8,Great movie!,2025-10-07 09:38:53
REV_1788,US_5862,MV_6080,4.4,Great movie!,2024-08-11 09:29:20
REV_1789,US_9496,MV_3968,5.9,Great movie!,2025-10-07 21:47:28
REV_1790,US_8278,MV_9003,8.8,Could be better.,2025-12-25 19:25:42
REV_1791,US_8013,MV_2743,4.3,Great movie!,2025-09-29 01:25:23
REV_1792,US_9097,MV_8598,5.3,Could be better.,2025-12-09 06:11:44
REV_1793,US_4418,MV_9384,4.4,Great movie!,2025-12-16 09:56:10
REV_1794,US_7926,MV_5165,8.6,Could be better.,2024-08-15 12:32:03
REV_1795,US_3205,MV_832,9.1,Could be better.,2025-04-23 09:43:26
REV_1796,US_8504,MV_3604,4.8,Great movie!,2025-10-23 21:11:45
REV_1797,US_67,MV_1293,9.5,Great movie!,2025-06-27 02:53:53
REV_1798,US_9486,MV_1904,6.6,Could be better.,2024-07-28 14:48:06
REV_1799,US_5122,MV_8457,1.6,Great movie!,2025-09-01 16:21:11
REV_1800,US_2893,MV_1813,6.9,Great movie!,2025-05-31 08:38:01
REV_1801,US_5629,MV_5574,7.3,Great movie!,2024-10-20 20:14:37
REV_1802,US_8113,MV_3482,3.7,Could be better.,2025-09-17 17:29:47
REV_1803,US_1979,MV_3088,1.0,Could be better.,2025-03-04 16:15:01
REV_1805,US_8649,MV_3979,4.6,Could be better.,2025-01-18 21:41:02
REV_1806,US_4207,MV_3724,2.6,Could be better.,2025-12-21 17:51:15
REV_1807,US_8732,MV_6416,8.6,Could be better.,2025-02-22 21:54:32
REV_1808,US_7332,MV_8800,6.3,Could be better.,2024-01-29 23:19:36
REV_1809,US_6488,MV_3966,9.2,Could be better.,2024-12-17 08:04:21
REV_1810,US_725,MV_9238,4.4,Great movie!,2024-01-27 13:24:56
REV_1811,US_1175,MV_9743,8.0,Great movie!,2025-08-10 17:15:24
REV_1812,US_6207,MV_3369,8.2,Great movie!,2025-02-22 13:57:12
REV_1813,US_5255,MV_3854,3.6,Could be better.,2024-07-15 08:47:29
REV_1814,US_5004,MV_5027,8.6,Great movie!,2024-02-17 03:02:24
REV_1815,US_2010,MV_6094,2.0,Great movie!,2024-09-03 17:31:33
REV_1816,US_8195,MV_8421,9.6,Could be better.,2024-03-17 16:40:05
REV_1817,US_129,MV_7639,6.2,Could be better.,2024-11-23 18:48:04
REV_1818,US_8641,MV_922,1.5,Great movie!,2025-07-03 22:42:34
REV_1819,US_1280,MV_6427,8.6,Great movie!,2025-02-01 01:58:15
REV_1820,US_8647,MV_7359,2.9,Great movie!,2025-03-14 05:25:18
REV_1821,US_712,MV_1820,4.5,Could be better.,2024-04-08 08:28:46
REV_1822,US_3848,MV_9492,8.9,Great movie!,2025-08-23 19:28:56
REV_1823,US_8666,MV_6810,9.9,Could be better.,2024-08-30 20:45:51
REV_1824,US_315,MV_4285,1.8,Great movie!,2024-11-19 23:34:22
REV_1825,US_4175,MV_8322,4.7,Could be better.,2025-01-22 18:49:50
REV_1826,US_1419,MV_8161,7.0,Could be better.,2025-01-31 19:17:13
REV_1827,US_6072,MV_1138,3.2,Could be better.,2025-02-26 21:48:05
REV_1828,US_1265,MV_3387,2.6,Great movie!,2025-08-20 07:14:45
REV_1829,US_3494,MV_3350,8.4,Could be better.,2025-07-02 00:18:59
REV_1830,US_8955,MV_1629,8.7,Great movie!,2024-06-18 22:56:39
REV_1831,US_9952,MV_4099,6.2,Could be better.,2025-08-16 23:52:21
REV_1832,US_4453,MV_3809,2.3,Great movie!,2024-03-27 23:58:49
REV_1833,US_2366,MV_7181,7.0,Great movie!,2024-09-25 14:13:21
REV_1834,US_3456,MV_6927,4.2,Could be better.,2025-10-06 12:29:51
