theater_id,brand_id,name,location,city,state
TH_2723,BR_4,Miraj Cinemas,Ajmer 38,Ajmer,Rajasthan
TH_2724,BR_6,Wave Cinemas,Asansol 493,Asansol,West Bengal
TH_2725,BR_4,Miraj Cinemas,Kanpur 339,Kanpur,Uttar Pradesh
TH_2726,BR_2,Cinepolis,Varanasi 316,Varanasi,Uttar Pradesh
TH_2727,BR_1,Carnival Cinemas,Kanpur 4,Kanpur,Uttar Pradesh
TH_2728,BR_5,PVR Cinemas,Chennai 454,Chennai,Tamil Nadu
TH_2729,BR_2,Cinepolis,Meerut 15,Meerut,Uttar Pradesh
TH_2730,BR_2,Cinepolis,Kolkata 328,Kolkata,West Bengal
TH_2731,BR_6,Wave Cinemas,Bhopal 303,Bhopal,Madhya Pradesh
TH_2732,BR_6,Wave Cinemas,Agra 102,Agra,Uttar Pradesh
TH_2733,BR_6,Wave Cinemas,Kolkata 198,Kolkata,West Bengal
TH_2734,BR_6,Wave Cinemas,Durgapur 51,Durgapur,West Bengal
TH_2735,BR_1,Carnival Cinemas,Gaya 312,Gaya,Bihar
TH_2736,BR_2,Cinepolis,Varanasi 334,Varanasi,Uttar Pradesh
TH_2737,BR_5,PVR Cinemas,Bhavnagar 486,Bhavnagar,Gujarat
TH_2738,BR_2,Cinepolis,Nashik 35,Nashik,Maharashtra
TH_2739,BR_2,Cinepolis,Amritsar 266,Amritsar,Punjab
TH_2740,BR_4,Miraj Cinemas,Howrah 273,Howrah,West Bengal
TH_2741,BR_1,Carnival Cinemas,Tiruchirappalli 121,Tiruchirappalli,Tamil Nadu
TH_2742,BR_4,Miraj Cinemas,Gwalior 346,Gwalior,Madhya Pradesh
TH_2743,BR_5,PVR Cinemas,Vadodara 426,Vadodara,Gujarat
TH_2744,BR_3,INOX,Ahmedabad 379,Ahmedabad,Gujarat
TH_2745,BR_5,PVR Cinemas,Hubli 268,Hubli,Karnataka
TH_2746,BR_5,PVR Cinemas,Coimbatore 224,Coimbatore,Tamil Nadu
TH_2747,BR_3,INOX,Thane 98,Thane,Maharashtra
TH_2748,BR_3,INOX,Jaipur 92,Jaipur,Rajasthan
TH_2749,BR_1,Carnival Cinemas,Jabalpur 423,Jabalpur,Madhya Pradesh
TH_2750,BR_4,Miraj Cinemas,Patiala 38,Patiala,Punjab
TH_2751,BR_6,Wave Cinemas,Thane 85,Thane,Maharashtra
TH_2752,BR_2,Cinepolis,Ludhiana 7,Ludhiana,Punjab
TH_2753,BR_2,Cinepolis,Lucknow 112,Lucknow,Uttar Pradesh
TH_2754,BR_3,INOX,Hubli 252,Hubli,Karnataka
TH_2755,BR_2,Cinepolis,Siliguri 216,Siliguri,West Bengal
TH_2756,BR_5,PVR Cinemas,Lucknow 150,Lucknow,Uttar Pradesh
TH_2757,BR_3,INOX,Udaipur 323,Udaipur,Rajasthan
TH_2758,BR_5,PVR Cinemas,Durgapur 387,Durgapur,West Bengal
TH_2759,BR_2,Cinepolis,Jaipur 116,Jaipur,Rajasthan
TH_2760,BR_4,Miraj Cinemas,Udaipur 147,Udaipur,Rajasthan
TH_2761,BR_6,Wave Cinemas,Indore 174,Indore,Madhya Pradesh
TH_2762,BR_4,Miraj Cinemas,Durgapur 78,Durgapur,West Bengal
TH_2763,BR_2,Cinepolis,Nashik 15,Nashik,Maharashtra
TH_2764,BR_5,PVR Cinemas,Varanasi 173,Varanasi,Uttar Pradesh
TH_2765,BR_4,Miraj Cinemas,Amritsar 498,Amritsar,Punjab
TH_2766,BR_5,PVR Cinemas,Bhavnagar 48,Bhavnagar,Gujarat
TH_2767,BR_3,INOX,Belgaum 447,Belgaum,Karnataka
TH_2768,BR_6,Wave Cinemas,Amritsar 199,Amritsar,Punjab
TH_2769,BR_2,Cinepolis,Ahmedabad 67,Ahmedabad,Gujarat
TH_2770,BR_2,Cinepolis,Purnia 478,Purnia,Bihar
TH_2771,BR_6,Wave Cinemas,Mumbai 438,Mumbai,Maharashtra
TH_2772,BR_2,Cinepolis,Bhavnagar 457,Bhavnagar,Gujarat
TH_2773,BR_5,PVR Cinemas,Jaipur 24,Jaipur,Rajasthan
TH_2774,BR_2,Cinepolis,Ludhiana 33,Ludhiana,Punjab
TH_2775,BR_3,INOX,Madurai 20,Madurai,Tamil Nadu
TH_2776,BR_4,Miraj Cinemas,Amritsar 439,Amritsar,Punjab
TH_2777,BR_3,INOX,Chennai 446,Chennai,Tamil Nadu
TH_2778,BR_3,INOX,Mysore 477,Mysore,Karnataka
TH_2779,BR_3,INOX,Howrah 43,Howrah,West Bengal
TH_2780,BR_2,Cinepolis,Durgapur 327,Durgapur,West Bengal
TH_2781,BR_4,Miraj Cinemas,Jalandhar 36,Jalandhar,Punjab
TH_2782,BR_2,Cinepolis,Gwalior 348,Gwalior,Madhya Pradesh
TH_2783,BR_5,PVR Cinemas,Agra 313,Agra,Uttar Pradesh
TH_2784,BR_3,INOX,Gwalior 419,Gwalior,Madhya Pradesh
TH_2785,BR_5,PVR Cinemas,Gaya 208,Gaya,Bihar
TH_2786,BR_3,INOX,Tiruchirappalli 21,Tiruchirappalli,Tamil Nadu
TH_2787,BR_6,Wave Cinemas,Bhopal 28,Bhopal,Madhya Pradesh
TH_2788,BR_2,Cinepolis,Agra 37,Agra,Uttar Pradesh
TH_2789,BR_5,PVR Cinemas,Meerut 361,Meerut,Uttar Pradesh
TH_2790,BR_6,Wave Cinemas,Coimbatore 430,Coimbatore,Tamil Nadu
TH_2791,BR_1,Carnival Cinemas,Kolkata 9,Kolkata,West Bengal
TH_2792,BR_5,PVR Cinemas,Bhagalpur 163,Bhagalpur,Bihar
TH_2793,BR_3,INOX,Jaipur 85,Jaipur,Rajasthan
TH_2794,BR_3,INOX,Tiruchirappalli 268,Tiruchirappalli,Tamil Nadu
TH_2795,BR_3,INOX,Jodhpur 86,Jodhpur,Rajasthan
TH_2796,BR_2,Cinepolis,Hubli 492,Hubli,Karnataka
TH_2797,BR_4,Miraj Cinemas,Jaipur 85,Jaipur,Rajasthan
TH_2798,BR_5,PVR Cinemas,Bathinda 422,Bathinda,Punjab
TH_2799,BR_5,PVR Cinemas,Indore 440,Indore,Madhya Pradesh
TH_2800,BR_4,Miraj Cinemas,Coimbatore 335,Coimbatore,Tamil Nadu
TH_2801,BR_2,Cinepolis,Mangalore 277,Mangalore,Karnataka
TH_2802,BR_6,Wave Cinemas,Rajkot 333,Rajkot,Gujarat
TH_2803,BR_3,INOX,Udaipur 376,Udaipur,Rajasthan
TH_2804,BR_2,Cinepolis,Bhagalpur 458,Bhagalpur,Bihar
TH_2805,BR_3,INOX,Ahmedabad 157,Ahmedabad,Gujarat
TH_2806,BR_2,Cinepolis,Tiruchirappalli 111,Tiruchirappalli,Tamil Nadu
TH_2807,BR_2,Cinepolis,Ahmedabad 230,Ahmedabad,Gujarat
TH_2808,BR_3,INOX,Durgapur 172,Durgapur,West Bengal
TH_2809,BR_2,Cinepolis,Lucknow 181,Lucknow,Uttar Pradesh
TH_2810,BR_1,Carnival Cinemas,Jaipur 164,Jaipur,Rajasthan
TH_2811,BR_3,INOX,Jabalpur 487,Jabalpur,Madhya Pradesh
TH_2812,BR_5,PVR Cinemas,Belgaum 463,Belgaum,Karnataka
TH_2813,BR_4,Miraj Cinemas,Hubli 117,Hubli,Karnataka
TH_2814,BR_6,Wave Cinemas,Purnia 420,Purnia,Bihar
TH_2815,BR_2,Cinepolis,Nagpur 338,Nagpur,Maharashtra
TH_2816,BR_5,PVR Cinemas,Chennai 438,Chennai,Tamil Nadu
TH_2817,BR_5,PVR Cinemas,Gaya 495,Gaya,Bihar
TH_2818,BR_3,INOX,Rajkot 91,Rajkot,Gujarat
TH_2819,BR_5,PVR Cinemas,Salem 154,Salem,Tamil Nadu
TH_2820,BR_4,Miraj Cinemas,Rajkot 234,Rajkot,Gujarat
TH_2821,BR_5,PVR Cinemas,Patiala 441,Patiala,Punjab
TH_2822,BR_3,INOX,Nashik 65,Nashik,Maharashtra
TH_2823,BR_6,Wave Cinemas,Muzaffarpur 493,Muzaffarpur,Bihar
TH_2824,BR_1,Carnival Cinemas,Mysore 448,Mysore,Karnataka
TH_2825,BR_5,PVR Cinemas,Madurai 238,Madurai,Tamil Nadu
TH_2826,BR_2,Cinepolis,Nashik 153,Nashik,Maharashtra
TH_2827,BR_6,Wave Cinemas,Hubli 79,Hubli,Karnataka
TH_2828,BR_1,Carnival Cinemas,Purnia 476,Purnia,Bihar
TH_2829,BR_1,Carnival Cinemas,Patna 187,Patna,Bihar
TH_2830,BR_6,Wave Cinemas,Nashik 479,Nashik,Maharashtra
TH_2831,BR_2,Cinepolis,Ajmer 6,Ajmer,Rajasthan
TH_2832,BR_4,Miraj Cinemas,Varanasi 144,Varanasi,Uttar Pradesh
TH_2833,BR_2,Cinepolis,Hubli 402,Hubli,Karnataka
TH_2834,BR_4,Miraj Cinemas,Jabalpur 311,Jabalpur,Madhya Pradesh
TH_2835,BR_4,Miraj Cinemas,Bhagalpur 391,Bhagalpur,Bihar
TH_2836,BR_3,INOX,Mangalore 331,Mangalore,Karnataka
TH_2837,BR_1,Carnival Cinemas,Agra 278,Agra,Uttar Pradesh
TH_2838,BR_4,Miraj Cinemas,Belgaum 5,Belgaum,Karnataka
TH_2839,BR_4,Miraj Cinemas,Bathinda 454,Bathinda,Punjab
TH_2840,BR_3,INOX,Ahmedabad 39,Ahmedabad,Gujarat
TH_2841,BR_3,INOX,Udaipur 170,Udaipur,Rajasthan
TH_2842,BR_3,INOX,Amritsar 138,Amritsar,Punjab
TH_2843,BR_6,Wave Cinemas,Asansol 441,Asansol,West Bengal
TH_2844,BR_5,PVR Cinemas,Durgapur 292,Durgapur,West Bengal
TH_2845,BR_2,Cinepolis,Gwalior 6,Gwalior,Madhya Pradesh
TH_2846,BR_6,Wave Cinemas,Ujjain 399,Ujjain,Madhya Pradesh
TH_2847,BR_1,Carnival Cinemas,Ludhiana 334,Ludhiana,Punjab
TH_2848,BR_4,Miraj Cinemas,Meerut 253,Meerut,Uttar Pradesh
TH_2849,BR_6,Wave Cinemas,Bangalore 397,Bangalore,Karnataka
TH_2850,BR_1,Carnival Cinemas,Nagpur 331,Nagpur,Maharashtra
TH_2851,BR_6,Wave Cinemas,Jodhpur 286,Jodhpur,Rajasthan
TH_2852,BR_4,Miraj Cinemas,Gaya 299,Gaya,Bihar
TH_2853,BR_2,Cinepolis,Hubli 382,Hubli,Karnataka
TH_2854,BR_6,Wave Cinemas,Kanpur 180,Kanpur,Uttar Pradesh
TH_2855,BR_1,Carnival Cinemas,Jabalpur 135,Jabalpur,Madhya Pradesh
TH_2856,BR_5,PVR Cinemas,Ahmedabad 317,Ahmedabad,Gujarat
TH_2857,BR_1,Carnival Cinemas,Gwalior 301,Gwalior,Madhya Pradesh
TH_2858,BR_3,INOX,Agra 165,Agra,Uttar Pradesh
TH_2859,BR_5,PVR Cinemas,Belgaum 327,Belgaum,Karnataka
TH_2860,BR_3,INOX,Lucknow 398,Lucknow,Uttar Pradesh
TH_2861,BR_5,PVR Cinemas,Muzaffarpur 397,Muzaffarpur,Bihar
TH_2862,BR_1,Carnival Cinemas,Mumbai 470,Mumbai,Maharashtra
TH_2863,BR_2,Cinepolis,Bhavnagar 111,Bhavnagar,Gujarat
TH_2864,BR_1,Carnival Cinemas,Madurai 105,Madurai,Tamil Nadu
TH_2865,BR_1,Carnival Cinemas,Ludhiana 319,Ludhiana,Punjab
TH_2866,BR_6,Wave Cinemas,Rajkot 367,Rajkot,Gujarat
TH_2867,BR_4,Miraj Cinemas,Amritsar 214,Amritsar,Punjab
TH_2868,BR_6,Wave Cinemas,Pune 119,Pune,Maharashtra
TH_2869,BR_4,Miraj Cinemas,Belgaum 368,Belgaum,Karnataka
TH_2870,BR_5,PVR Cinemas,Mumbai 298,Mumbai,Maharashtra
TH_2871,BR_2,Cinepolis,Mangalore 289,Mangalore,Karnataka
TH_2872,BR_5,PVR Cinemas,Kota 198,Kota,Rajasthan
TH_2873,BR_2,Cinepolis,Kanpur 48,Kanpur,Uttar Pradesh
TH_2874,BR_1,Carnival Cinemas,Bangalore 24,Bangalore,Karnataka
TH_2875,BR_2,Cinepolis,Patiala 62,Patiala,Punjab
TH_2876,BR_3,INOX,Jodhpur 307,Jodhpur,Rajasthan
TH_2877,BR_4,Miraj Cinemas,Bhopal 285,Bhopal,Madhya Pradesh
TH_2878,BR_3,INOX,Vadodara 466,Vadodara,Gujarat
TH_2879,BR_6,Wave Cinemas,Varanasi 438,Varanasi,Uttar Pradesh
TH_2880,BR_2,Cinepolis,Kolkata 357,Kolkata,West Bengal
TH_2881,BR_2,Cinepolis,Madurai 47,Madurai,Tamil Nadu
TH_2882,BR_4,Miraj Cinemas,Mysore 376,Mysore,Karnataka
TH_2883,BR_1,Carnival Cinemas,Ahmedabad 251,Ahmedabad,Gujarat
TH_2884,BR_2,Cinepolis,Thane 384,Thane,Maharashtra
TH_2885,BR_5,PVR Cinemas,Bhagalpur 225,Bhagalpur,Bihar
TH_2886,BR_4,Miraj Cinemas,Mumbai 473,Mumbai,Maharashtra
TH_2887,BR_3,INOX,Nagpur 299,Nagpur,Maharashtra
TH_2888,BR_1,Carnival Cinemas,Ahmedabad 348,Ahmedabad,Gujarat
TH_2889,BR_1,Carnival Cinemas,Jabalpur 254,Jabalpur,Madhya Pradesh
TH_2890,BR_4,Miraj Cinemas,Vadodara 424,Vadodara,Gujarat
TH_2891,BR_4,Miraj Cinemas,Mumbai 323,Mumbai,Maharashtra
TH_2892,BR_4,Miraj Cinemas,Bhopal 154,Bhopal,Madhya Pradesh
TH_2893,BR_1,Carnival Cinemas,Pune 178,Pune,Maharashtra
TH_2894,BR_2,Cinepolis,Madurai 415,Madurai,Tamil Nadu
TH_2895,BR_1,Carnival Cinemas,Jabalpur 388,Jabalpur,Madhya Pradesh
TH_2896,BR_2,Cinepolis,Gwalior 308,Gwalior,Madhya Pradesh
TH_2897,BR_3,INOX,Howrah 130,Howrah,West Bengal
TH_2898,BR_1,Carnival Cinemas,Mangalore 45,Mangalore,Karnataka
TH_2899,BR_1,Carnival Cinemas,Coimbatore 38,Coimbatore,Tamil Nadu
TH_2900,BR_3,INOX,Howrah 80,Howrah,West Bengal
TH_2901,BR_6,Wave Cinemas,Jaipur 350,Jaipur,Rajasthan
TH_2902,BR_2,Cinepolis,Asansol 256,Asansol,West Bengal
TH_2903,BR_1,Carnival Cinemas,Chennai 159,Chennai,Tamil Nadu
TH_2904,BR_6,Wave Cinemas,Siliguri 346,Siliguri,West Bengal
TH_2905,BR_6,Wave Cinemas,Agra 471,Agra,Uttar Pradesh
TH_2906,BR_6,Wave Cinemas,Belgaum 333,Belgaum,Karnataka
TH_2907,BR_1,Carnival Cinemas,Coimbatore 185,Coimbatore,Tamil Nadu
TH_2908,BR_1,Carnival Cinemas,Mumbai 102,Mumbai,Maharashtra
TH_2909,BR_2,Cinepolis,Nashik 381,Nashik,Maharashtra
TH_2910,BR_5,PVR Cinemas,Jabalpur 402,Jabalpur,Madhya Pradesh
TH_2911,BR_1,Carnival Cinemas,Gaya 235,Gaya,Bihar
TH_2912,BR_4,Miraj Cinemas,Mysore 386,Mysore,Karnataka
TH_2913,BR_3,INOX,Meerut 191,Meerut,Uttar Pradesh
TH_2914,BR_3,INOX,Pune 286,Pune,Maharashtra
TH_2915,BR_3,INOX,Kota 106,Kota,Rajasthan
TH_2916,BR_4,Miraj Cinemas,Madurai 188,Madurai,Tamil Nadu
TH_2917,BR_4,Miraj Cinemas,Bhagalpur 295,Bhagalpur,Bihar
TH_2918,BR_6,Wave Cinemas,Chennai 38,Chennai,Tamil Nadu
TH_2919,BR_3,INOX,Asansol 337,Asansol,West Bengal
TH_2920,BR_1,Carnival Cinemas,Bhavnagar 66,Bhavnagar,Gujarat
TH_2921,BR_5,PVR Cinemas,Rajkot 291,Rajkot,Gujarat
TH_2922,BR_2,Cinepolis,Asansol 406,Asansol,West Bengal
TH_2923,BR_4,Miraj Cinemas,Agra 393,Agra,Uttar Pradesh
TH_2924,BR_5,PVR Cinemas,Durgapur 423,Durgapur,West Bengal
TH_2925,BR_3,INOX,Ajmer 34,Ajmer,Rajasthan
TH_2926,BR_6,Wave Cinemas,Kolkata 372,Kolkata,West Bengal
TH_2927,BR_6,Wave Cinemas,Ajmer 331,Ajmer,Rajasthan
TH_2928,BR_5,PVR Cinemas,Kota 147,Kota,Rajasthan
TH_2929,BR_2,Cinepolis,Ludhiana 25,Ludhiana,Punjab
TH_2930,BR_4,Miraj Cinemas,Bhavnagar 303,Bhavnagar,Gujarat
TH_2931,BR_3,INOX,Gwalior 215,Gwalior,Madhya Pradesh
TH_2932,BR_5,PVR Cinemas,Meerut 204,Meerut,Uttar Pradesh
TH_2933,BR_6,Wave Cinemas,Patiala 78,Patiala,Punjab
TH_2934,BR_6,Wave Cinemas,Mysore 85,Mysore,Karnataka
TH_2935,BR_3,INOX,Jalandhar 157,Jalandhar,Punjab
TH_2936,BR_4,Miraj Cinemas,Asansol 356,Asansol,West Bengal
TH_2937,BR_3,INOX,Gaya 459,Gaya,Bihar
TH_2938,BR_4,Miraj Cinemas,Hubli 378,Hubli,Karnataka
TH_2939,BR_1,Carnival Cinemas,Jaipur 69,Jaipur,Rajasthan
TH_2940,BR_5,PVR Cinemas,Muzaffarpur 232,Muzaffarpur,Bihar
TH_2941,BR_3,INOX,Bhagalpur 202,Bhagalpur,Bihar
TH_2942,BR_1,Carnival Cinemas,Jabalpur 427,Jabalpur,Madhya Pradesh
TH_2943,BR_5,PVR Cinemas,Bhopal 481,Bhopal,Madhya Pradesh
TH_2944,BR_3,INOX,Ujjain 271,Ujjain,Madhya Pradesh
TH_2945,BR_1,Carnival Cinemas,Howrah 44,Howrah,West Bengal
TH_2946,BR_4,Miraj Cinemas,Pune 371,Pune,Maharashtra
TH_2947,BR_5,PVR Cinemas,Belgaum 288,Belgaum,Karnataka
TH_2948,BR_2,Cinepolis,Belgaum 378,Belgaum,Karnataka
TH_2949,BR_6,Wave Cinemas,Tiruchirappalli 78,Tiruchirappalli,Tamil Nadu
TH_2950,BR_5,PVR Cinemas,Durgapur 419,Durgapur,West Bengal
TH_2951,BR_2,Cinepolis,Siliguri 445,Siliguri,West Bengal
TH_2952,BR_2,Cinepolis,Jabalpur 289,Jabalpur,Madhya Pradesh
TH_2953,BR_5,PVR Cinemas,Agra 369,Agra,Uttar Pradesh
TH_2954,BR_1,Carnival Cinemas,Muzaffarpur 367,Muzaffarpur,Bihar
TH_2955,BR_5,PVR Cinemas,Mumbai 304,Mumbai,Maharashtra
TH_2956,BR_1,Carnival Cinemas,Ujjain 440,Ujjain,Madhya Pradesh
TH_2957,BR_3,INOX,Patiala 335,Patiala,Punjab
TH_2958,BR_1,Carnival Cinemas,Siliguri 328,Siliguri,West Bengal
TH_2959,BR_6,Wave Cinemas,Tiruchirappalli 127,Tiruchirappalli,Tamil Nadu
TH_2960,BR_6,Wave Cinemas,Jalandhar 418,Jalandhar,Punjab
TH_2961,BR_4,Miraj Cinemas,Siliguri 99,Siliguri,West Bengal
TH_2962,BR_6,Wave Cinemas,Purnia 100,Purnia,Bihar
TH_2963,BR_2,Cinepolis,Varanasi 156,Varanasi,Uttar Pradesh
TH_2964,BR_3,INOX,Lucknow 177,Lucknow,Uttar Pradesh
TH_2965,BR_5,PVR Cinemas,Bhavnagar 36,Bhavnagar,Gujarat
TH_2966,BR_2,Cinepolis,Bathinda 17,Bathinda,Punjab
TH_2967,BR_5,PVR Cinemas,Ujjain 153,Ujjain,Madhya Pradesh
TH_2968,BR_5,PVR Cinemas,Gwalior 36,Gwalior,Madhya Pradesh
TH_2969,BR_4,Miraj Cinemas,Bathinda 223,Bathinda,Punjab
TH_2970,BR_2,Cinepolis,Nashik 50,Nashik,Maharashtra
TH_2971,BR_4,Miraj Cinemas,Bangalore 382,Bangalore,Karnataka
TH_2972,BR_5,PVR Cinemas,Jabalpur 157,Jabalpur,Madhya Pradesh
TH_2973,BR_3,INOX,Meerut 78,Meerut,Uttar Pradesh
TH_2974,BR_6,Wave Cinemas,Bhavnagar 184,Bhavnagar,Gujarat
TH_2975,BR_3,INOX,Jaipur 130,Jaipur,Rajasthan
TH_2976,BR_4,Miraj Cinemas,Bangalore 37,Bangalore,Karnataka
TH_2977,BR_4,Miraj Cinemas,Coimbatore 428,Coimbatore,Tamil Nadu
TH_2978,BR_5,PVR Cinemas,Purnia 302,Purnia,Bihar
TH_2979,BR_5,PVR Cinemas,Ajmer 104,Ajmer,Rajasthan
TH_2980,BR_5,PVR Cinemas,Indore 335,Indore,Madhya Pradesh
TH_2981,BR_5,PVR Cinemas,Durgapur 215,Durgapur,West Bengal
TH_2982,BR_4,Miraj Cinemas,Patiala 430,Patiala,Punjab
TH_2983,BR_6,Wave Cinemas,Purnia 373,Purnia,Bihar
TH_2984,BR_3,INOX,Jodhpur 216,Jodhpur,Rajasthan
TH_2985,BR_6,Wave Cinemas,Ludhiana 95,Ludhiana,Punjab
TH_2986,BR_2,Cinepolis,Surat 499,Surat,Gujarat
TH_2987,BR_4,Miraj Cinemas,Pune 319,Pune,Maharashtra
TH_2988,BR_4,Miraj Cinemas,Ludhiana 94,Ludhiana,Punjab
TH_2989,BR_6,Wave Cinemas,Howrah 413,Howrah,West Bengal
TH_2990,BR_1,Carnival Cinemas,Siliguri 167,Siliguri,West Bengal
TH_2991,BR_5,PVR Cinemas,Ahmedabad 256,Ahmedabad,Gujarat
TH_2992,BR_1,Carnival Cinemas,Pune 455,Pune,Maharashtra
TH_2993,BR_6,Wave Cinemas,Bangalore 256,Bangalore,Karnataka
TH_2994,BR_4,Miraj Cinemas,Nagpur 81,Nagpur,Maharashtra
TH_2995,BR_3,INOX,Howrah 87,Howrah,West Bengal
TH_2996,BR_2,Cinepolis,Mangalore 99,Mangalore,Karnataka
TH_2997,BR_3,INOX,Durgapur 218,Durgapur,West Bengal
TH_2998,BR_1,Carnival Cinemas,Purnia 315,Purnia,Bihar
TH_2999,BR_1,Carnival Cinemas,Mangalore 217,Mangalore,Karnataka
TH_3000,BR_4,Miraj Cinemas,Lucknow 358,Lucknow,Uttar Pradesh
TH_3001,BR_5,PVR Cinemas,Muzaffarpur 489,Muzaffarpur,Bihar
TH_3002,BR_1,Carnival Cinemas,Ajmer 328,Ajmer,Rajasthan
TH_3003,BR_2,Cinepolis,Madurai 23,Madurai,Tamil Nadu
TH_3004,BR_6,Wave Cinemas,Madurai 111,Madurai,Tamil Nadu
TH_3005,BR_2,Cinepolis,Madurai 363,Madurai,Tamil Nadu
TH_3006,BR_3,INOX,Howrah 105,Howrah,West Bengal
TH_3007,BR_2,Cinepolis,Gaya 389,Gaya,Bihar
TH_3008,BR_4,Miraj Cinemas,Pune 201,Pune,Maharashtra
TH_3009,BR_6,Wave Cinemas,Vadodara 53,Vadodara,Gujarat
TH_3010,BR_1,Carnival Cinemas,Ahmedabad 28,Ahmedabad,Gujarat
TH_3011,BR_2,Cinepolis,Durgapur 56,Durgapur,West Bengal
TH_3012,BR_4,Miraj Cinemas,Mangalore 451,Mangalore,Karnataka
TH_3013,BR_4,Miraj Cinemas,Jodhpur 246,Jodhpur,Rajasthan
TH_3014,BR_6,Wave Cinemas,Rajkot 360,Rajkot,Gujarat
TH_3015,BR_5,PVR Cinemas,Varanasi 202,Varanasi,Uttar Pradesh
TH_3016,BR_5,PVR Cinemas,Patna 345,Patna,Bihar
TH_3017,BR_5,PVR Cinemas,Lucknow 101,Lucknow,Uttar Pradesh
TH_3018,BR_4,Miraj Cinemas,Ajmer 141,Ajmer,Rajasthan
TH_3019,BR_6,Wave Cinemas,Pune 366,Pune,Maharashtra
TH_3020,BR_4,Miraj Cinemas,Durgapur 45,Durgapur,West Bengal
TH_3021,BR_4,Miraj Cinemas,Asansol 465,Asansol,West Bengal
TH_3022,BR_2,Cinepolis,Ujjain 487,Ujjain,Madhya Pradesh
TH_3023,BR_3,INOX,Muzaffarpur 209,Muzaffarpur,Bihar
TH_3024,BR_1,Carnival Cinemas,Mangalore 227,Mangalore,Karnataka
TH_3025,BR_4,Miraj Cinemas,Pune 65,Pune,Maharashtra
TH_3026,BR_6,Wave Cinemas,Rajkot 473,Rajkot,Gujarat
TH_3027,BR_3,INOX,Ludhiana 234,Ludhiana,Punjab
TH_3028,BR_4,Miraj Cinemas,Bhopal 266,Bhopal,Madhya Pradesh
TH_3029,BR_5,PVR Cinemas,Hubli 307,Hubli,Karnataka
TH_3030,BR_1,Carnival Cinemas,Mysore 311,Mysore,Karnataka
TH_3031,BR_1,Carnival Cinemas,Mangalore 468,Mangalore,Karnataka
TH_3032,BR_5,PVR Cinemas,Muzaffarpur 399,Muzaffarpur,Bihar
TH_3033,BR_1,Carnival Cinemas,Muzaffarpur 135,Muzaffarpur,Bihar
TH_3034,BR_2,Cinepolis,Ujjain 484,Ujjain,Madhya Pradesh
TH_3035,BR_3,INOX,Asansol 340,Asansol,West Bengal
TH_3036,BR_3,INOX,Hubli 137,Hubli,Karnataka
TH_3037,BR_6,Wave Cinemas,Asansol 420,Asansol,West Bengal
TH_3038,BR_2,Cinepolis,Surat 257,Surat,Gujarat
TH_3039,BR_6,Wave Cinemas,Kolkata 261,Kolkata,West Bengal
TH_3040,BR_2,Cinepolis,Thane 29,Thane,Maharashtra
TH_3041,BR_3,INOX,Mangalore 95,Mangalore,Karnataka
TH_3042,BR_5,PVR Cinemas,Jabalpur 477,Jabalpur,Madhya Pradesh
TH_3043,BR_1,Carnival Cinemas,Gaya 473,Gaya,Bihar
TH_3044,BR_2,Cinepolis,Patna 154,Patna,Bihar
TH_3045,BR_3,INOX,Udaipur 92,Udaipur,Rajasthan
TH_3046,BR_6,Wave Cinemas,Kota 28,Kota,Rajasthan
TH_3047,BR_1,Carnival Cinemas,Jaipur 216,Jaipur,Rajasthan
TH_3048,BR_6,Wave Cinemas,Ajmer 268,Ajmer,Rajasthan
TH_3049,BR_4,Miraj Cinemas,Ajmer 198,Ajmer,Rajasthan
TH_3050,BR_2,Cinepolis,Lucknow 336,Lucknow,Uttar Pradesh
TH_3051,BR_3,INOX,Salem 406,Salem,Tamil Nadu
TH_3052,BR_3,INOX,Ajmer 414,Ajmer,Rajasthan
TH_3053,BR_3,INOX,Patiala 430,Patiala,Punjab
TH_3054,BR_2,Cinepolis,Mumbai 230,Mumbai,Maharashtra
TH_3055,BR_5,PVR Cinemas,Salem 268,Salem,Tamil Nadu
TH_3056,BR_4,Miraj Cinemas,Ujjain 267,Ujjain,Madhya Pradesh
TH_3057,BR_5,PVR Cinemas,Bangalore 267,Bangalore,Karnataka
TH_3058,BR_1,Carnival Cinemas,Belgaum 199,Belgaum,Karnataka
TH_3059,BR_1,Carnival Cinemas,Salem 52,Salem,Tamil Nadu
TH_3060,BR_3,INOX,Mumbai 177,Mumbai,Maharashtra
TH_3061,BR_6,Wave Cinemas,Ludhiana 59,Ludhiana,Punjab
TH_3062,BR_6,Wave Cinemas,Udaipur 55,Udaipur,Rajasthan
TH_3063,BR_4,Miraj Cinemas,Kolkata 88,Kolkata,West Bengal
TH_3064,BR_4,Miraj Cinemas,Nagpur 256,Nagpur,Maharashtra
TH_3065,BR_1,Carnival Cinemas,Bhagalpur 288,Bhagalpur,Bihar
TH_3066,BR_1,Carnival Cinemas,Kolkata 407,Kolkata,West Bengal
TH_3067,BR_4,Miraj Cinemas,Salem 439,Salem,Tamil Nadu
TH_3068,BR_3,INOX,Lucknow 3,Lucknow,Uttar Pradesh
TH_3069,BR_5,PVR Cinemas,Ujjain 69,Ujjain,Madhya Pradesh
TH_3070,BR_6,Wave Cinemas,Vadodara 282,Vadodara,Gujarat
TH_3071,BR_2,Cinepolis,Tiruchirappalli 268,Tiruchirappalli,Tamil Nadu
