payment_id,booking_id,user_id,amount,payment_method,payment_date,status,transaction_ref
PMT_1123,BK_1123,US_9593,741.2,UPI,2025-06-16 11:35:16,completed,
PMT_1125,BK_1125,US_8266,0.0,Credit Card,2024-05-31 21:10:12,failed,
PMT_1127,BK_1127,US_3856,227.5,Credit Card,2024-12-09 20:03:39,completed,
PMT_1128,BK_1128,US_9982,460.88,Net Banking,2025-04-03 08:24:00,completed,
PMT_1130,BK_1130,US_3131,979.68,Wallet,2025-08-25 01:15:03,completed,
PMT_1131,BK_1131,US_7730,271.91,Debit Card,2025-11-22 22:20:43,completed,
PMT_1132,BK_1132,US_6197,1797.88,Debit Card,2024-03-28 15:17:43,completed,
PMT_1133,BK_1133,US_4173,0.0,Debit Card,2024-09-09 00:38:21,refunded,
PMT_1134,BK_1134,US_8373,642.12,UPI,2024-12-12 00:18:55,completed,
PMT_1136,BK_1136,US_9106,426.94,Wallet,2024-10-17 00:19:34,completed,
PMT_1137,BK_1137,US_7829,1553.72,Net Banking,2025-07-06 20:59:50,completed,
PMT_1138,BK_1138,US_6511,312.67,Net Banking,2024-12-10 08:02:47,completed,
PMT_1139,BK_1139,US_7285,796.53,Credit Card,2024-07-26 16:01:37,completed,
PMT_1140,BK_1140,US_2159,1124.4,Net Banking,2024-08-25 04:55:41,completed,
PMT_1141,BK_1141,US_2789,463.06,UPI,2025-09-14 21:17:31,completed,
PMT_1142,BK_1142,US_2145,1205.4,Wallet,2024-06-29 23:37:20,completed,
PMT_1143,BK_1143,US_4541,0.0,Debit Card,2024-04-25 08:28:09,failed,
PMT_1144,BK_1144,US_6314,388.42,Net Banking,2025-03-10 11:42:50,completed,
PMT_1145,BK_1145,US_2053,1170.72,Net Banking,2025-08-05 19:40:10,completed,
PMT_1146,BK_1146,US_2297,1361.92,Credit Card,2024-01-12 05:47:08,completed,
PMT_1147,BK_1147,US_2344,526.02,Net Banking,2025-05-05 07:04:33,completed,
PMT_1148,BK_1148,US_6798,1085.82,UPI,2024-09-05 20:50:07,completed,
PMT_1150,BK_1150,US_2656,0.0,Debit Card,2025-07-19 00:23:44,failed,
PMT_1151,BK_1151,US_5365,0.0,Credit Card,2024-07-29 09:19:19,failed,
PMT_1152,BK_1152,US_8911,969.27,Credit Card,2025-08-26 16:58:12,completed,
PMT_1153,BK_1153,US_8773,672.54,UPI,2024-04-18 23:24:09,completed,
PMT_1154,BK_1154,US_2264,899.7,Debit Card,2024-12-07 15:17:37,completed,
PMT_1155,BK_1155,US_1580,0.0,Wallet,2024-03-29 21:19:37,refunded,
PMT_1156,BK_1156,US_6669,799.6,Net Banking,2024-11-01 15:53:33,completed,
PMT_1157,BK_1157,US_694,1198.08,Net Banking,2024-06-20 12:07:51,completed,
PMT_1158,BK_1158,US_1280,977.25,Credit Card,2024-09-25 07:39:35,completed,
PMT_1159,BK_1159,US_1483,0.0,Credit Card,2025-09-07 20:25:03,failed,
PMT_1160,BK_1160,US_1434,236.97,Net Banking,2025-08-21 18:24:18,completed,
PMT_1161,BK_1161,US_4001,321.01,Net Banking,2024-07-19 03:26:50,completed,
PMT_1162,BK_1162,US_4883,488.64,UPI,2024-12-08 23:58:37,completed,
PMT_1163,BK_1163,US_1878,1266.54,Wallet,2024-08-19 00:20:54,completed,
PMT_1164,BK_1164,US_565,458.92,Wallet,2024-11-07 07:14:28,completed,
PMT_1165,BK_1165,US_8199,341.86,Wallet,2024-09-07 15:16:41,completed,
PMT_1166,BK_1166,US_980,979.44,Debit Card,2024-10-14 12:18:12,completed,
PMT_1168,BK_1168,US_1296,739.56,Wallet,2025-12-19 15:05:07,completed,
PMT_1169,BK_1169,US_1503,153.19,Credit Card,2025-04-14 03:57:55,completed,
PMT_1170,BK_1170,US_7964,318.66,UPI,2024-03-17 23:45:29,completed,
PMT_1171,BK_1171,US_1137,0.0,UPI,2024-02-24 10:14:33,failed,
PMT_1172,BK_1172,US_9519,456.94,UPI,2024-02-29 06:46:40,completed,
PMT_1173,BK_1173,US_6577,832.22,Credit Card,2024-11-25 19:36:53,completed,
PMT_1175,BK_1175,US_695,0.0,Wallet,2024-01-20 16:19:15,refunded,
PMT_1177,BK_1177,US_2368,1815.24,Credit Card,2025-01-10 02:20:52,completed,
PMT_1178,BK_1178,US_8726,1020.1800000000001,Debit Card,2025-03-11 11:08:14,completed,
PMT_1179,BK_1179,US_9764,1153.41,Wallet,2024-05-09 05:47:32,completed,
PMT_1180,BK_1180,US_5862,495.09,Wallet,2024-04-09 19:13:10,completed,
PMT_1181,BK_1181,US_9816,273.74,Wallet,2025-09-23 11:05:33,completed,
PMT_1182,BK_1182,US_424,354.42,Debit Card,2025-09-21 08:21:20,completed,
PMT_1183,BK_1183,US_179,810.1500000000001,Wallet,2024-10-21 07:55:32,completed,
PMT_1184,BK_1184,US_7521,1122.88,Wallet,2024-04-05 09:49:41,completed,
PMT_1186,BK_1186,US_8438,729.42,Net Banking,2024-04-04 02:36:09,completed,
PMT_1187,BK_1187,US_828,1411.98,Debit Card,2025-10-13 21:29:01,completed,
PMT_1189,BK_1189,US_1883,476.26,Debit Card,2025-10-26 10:00:41,completed,
PMT_1190,BK_1190,US_1869,861.06,Net Banking,2024-01-03 17:34:52,completed,
PMT_1191,BK_1191,US_8095,254.06,Wallet,2025-02-11 14:16:24,completed,
PMT_1192,BK_1192,US_5122,0.0,Net Banking,2024-10-11 17:44:47,refunded,
PMT_1193,BK_1193,US_4052,1469.52,UPI,2024-08-03 02:11:27,completed,
PMT_1195,BK_1195,US_1472,1815.92,Credit Card,2025-08-08 21:12:37,completed,
PMT_1196,BK_1196,US_9612,1442.2,Debit Card,2025-06-05 07:02:47,completed,
PMT_1197,BK_1197,US_1165,458.18999999999994,Credit Card,2024-09-11 03:57:29,completed,
PMT_1198,BK_1198,US_7385,441.09,Wallet,2024-07-16 22:29:36,completed,
PMT_1199,BK_1199,US_7363,234.91,Credit Card,2025-07-22 10:51:44,completed,
PMT_1200,BK_1200,US_6569,386.71,Net Banking,2025-07-10 07:22:53,completed,
PMT_1201,BK_1201,US_5572,0.0,Wallet,2024-09-25 14:26:29,failed,
PMT_1202,BK_1202,US_3397,0.0,UPI,2025-01-22 06:42:42,failed,
PMT_1203,BK_1203,US_2718,303.69,Debit Card,2025-07-12 10:48:42,completed,
PMT_1205,BK_1205,US_1404,1825.48,UPI,2025-06-03 00:50:15,completed,
PMT_1206,BK_1206,US_2795,375.59,UPI,2024-10-24 04:37:57,completed,
PMT_1207,BK_1207,US_1212,322.44,Debit Card,2025-02-02 16:49:47,completed,
PMT_1208,BK_1208,US_4674,0.0,UPI,2024-10-18 16:13:48,refunded,
PMT_1209,BK_1209,US_2380,478.04,UPI,2024-08-25 06:46:30,completed,
PMT_1210,BK_1210,US_6746,1102.1399999999999,Net Banking,2024-05-24 09:42:24,completed,
PMT_1213,BK_1213,US_6058,0.0,Net Banking,2024-12-11 17:44:19,failed,
PMT_1214,BK_1214,US_7244,382.96,Net Banking,2025-01-06 22:23:03,completed,
PMT_1215,BK_1215,US_3552,0.0,Debit Card,2024-05-03 02:03:49,refunded,
PMT_1216,BK_1216,US_7600,1007.64,Credit Card,2025-02-16 17:41:28,completed,
PMT_1217,BK_1217,US_3534,936.51,Debit Card,2024-04-11 07:16:03,completed,
PMT_1218,BK_1218,US_9468,1436.04,Credit Card,2025-03-26 09:51:26,completed,
PMT_1219,BK_1219,US_9236,1720.56,Debit Card,2024-08-10 17:25:52,completed,
PMT_1220,BK_1220,US_3448,1054.59,Credit Card,2025-03-15 07:11:20,completed,
PMT_1221,BK_1221,US_4118,857.24,Debit Card,2025-08-12 12:13:07,completed,
PMT_1223,BK_1223,US_3224,427.82,Wallet,2024-03-01 16:17:17,completed,
PMT_1224,BK_1224,US_5686,0.0,Wallet,2025-11-06 17:20:56,failed,
PMT_1225,BK_1225,US_3165,1310.85,Net Banking,2025-09-18 12:02:38,completed,
PMT_1226,BK_1226,US_9963,1031.97,Credit Card,2025-12-12 18:33:26,completed,
PMT_1227,BK_1227,US_6377,325.32,Wallet,2025-08-23 11:26:32,completed,
PMT_1229,BK_1229,US_3819,1277.97,UPI,2025-03-21 20:13:54,completed,
PMT_1230,BK_1230,US_2933,214.21,Net Banking,2024-12-23 14:43:06,completed,
PMT_1231,BK_1231,US_2410,0.0,Debit Card,2024-08-27 08:46:02,failed,
PMT_1232,BK_1232,US_6659,315.14,Debit Card,2024-09-30 06:13:34,completed,
PMT_1233,BK_1233,US_1336,163.91,Debit Card,2024-03-07 04:34:16,completed,
PMT_1234,BK_1234,US_2911,1704.0,UPI,2024-11-18 06:52:59,completed,
PMT_1235,BK_1235,US_2782,1944.72,Net Banking,2025-12-29 01:07:34,completed,
PMT_1237,BK_1237,US_8257,1683.84,Net Banking,2024-03-12 21:30:01,completed,
PMT_1238,BK_1238,US_1470,776.44,Credit Card,2024-07-21 15:23:08,completed,
PMT_1239,BK_1239,US_6285,194.91,Net Banking,2024-09-18 03:23:54,completed,
PMT_1241,BK_1241,US_6501,593.28,Wallet,2024-07-14 11:23:15,completed,
PMT_1242,BK_1242,US_5341,318.18,Debit Card,2025-01-29 20:22:43,completed,
PMT_1244,BK_1244,US_8154,0.0,UPI,2024-05-24 11:17:27,refunded,
PMT_1245,BK_1245,US_3010,299.83,Wallet,2024-08-14 07:55:15,completed,
PMT_1246,BK_1246,US_9142,1417.8,Credit Card,2025-01-30 03:33:14,completed,
PMT_1247,BK_1247,US_8722,0.0,Wallet,2024-12-22 10:12:07,failed,
PMT_1248,BK_1248,US_4154,509.32,Net Banking,2024-09-07 08:18:05,completed,
PMT_1249,BK_1249,US_7393,0.0,UPI,2025-08-10 23:13:36,failed,
PMT_1250,BK_1250,US_5371,668.86,Wallet,2024-02-25 07:09:25,completed,
PMT_1251,BK_1251,US_2643,1234.8600000000001,Wallet,2025-10-20 16:11:39,completed,
PMT_1252,BK_1252,US_5345,616.71,Net Banking,2025-05-22 00:04:26,completed,
PMT_1254,BK_1254,US_6833,1037.85,Credit Card,2024-02-22 12:35:35,completed,
PMT_1255,BK_1255,US_2576,0.0,UPI,2024-02-13 01:19:02,failed,
PMT_1256,BK_1256,US_9976,873.16,UPI,2025-06-10 21:54:24,completed,
PMT_1257,BK_1257,US_334,729.34,UPI,2024-06-08 08:57:49,completed,
PMT_1258,BK_1258,US_4879,378.86,Debit Card,2025-09-24 02:58:45,completed,
PMT_1259,BK_1259,US_1691,553.26,UPI,2024-06-27 17:06:47,completed,
PMT_1260,BK_1260,US_4153,0.0,UPI,2025-05-30 15:30:01,failed,
PMT_1261,BK_1261,US_2846,350.13,Debit Card,2025-01-06 01:31:59,completed,
PMT_1262,BK_1262,US_1610,905.0999999999999,Debit Card,2024-07-13 14:27:58,completed,
PMT_1263,BK_1263,US_6345,0.0,Net Banking,2024-03-16 04:08:25,failed,
PMT_1265,BK_1265,US_5302,1395.6,Net Banking,2024-01-08 13:33:15,completed,
PMT_1266,BK_1266,US_9969,1299.6,Net Banking,2024-01-11 21:00:18,completed,
PMT_1267,BK_1267,US_524,1606.68,UPI,2025-03-12 12:18:24,completed,
PMT_1269,BK_1269,US_4837,1203.8,Wallet,2025-12-24 03:14:33,completed,
PMT_1270,BK_1270,US_4745,166.43,Net Banking,2024-10-08 04:21:42,completed,
PMT_1271,BK_1271,US_466,0.0,Debit Card,2025-10-24 20:46:41,failed,
PMT_1272,BK_1272,US_7863,787.76,UPI,2024-04-18 02:42:04,completed,
PMT_1273,BK_1273,US_9309,316.12,Credit Card,2025-04-09 13:42:20,completed,
PMT_1274,BK_1274,US_5690,948.76,UPI,2024-09-03 00:58:10,completed,
PMT_1275,BK_1275,US_2413,251.47,UPI,2024-12-28 22:29:39,completed,
PMT_1276,BK_1276,US_437,793.1999999999999,Credit Card,2025-03-04 05:40:29,completed,
PMT_1277,BK_1277,US_9152,513.92,UPI,2025-01-10 21:58:46,completed,
PMT_1278,BK_1278,US_1418,993.44,UPI,2024-08-25 11:50:45,completed,
PMT_1279,BK_1279,US_4601,791.04,Net Banking,2024-02-19 07:27:05,completed,
PMT_1280,BK_1280,US_6851,545.4000000000001,Wallet,2024-07-08 21:57:24,completed,
PMT_1281,BK_1281,US_4540,712.12,Debit Card,2025-02-11 00:38:30,completed,
PMT_1283,BK_1283,US_4543,274.7,Credit Card,2024-09-27 06:41:53,completed,
PMT_1284,BK_1284,US_7792,174.19,Net Banking,2024-01-14 11:04:31,completed,
PMT_1285,BK_1285,US_5438,1452.28,Net Banking,2025-11-06 16:14:48,completed,
PMT_1286,BK_1286,US_5417,466.95,Wallet,2024-01-28 16:16:30,completed,
PMT_1287,BK_1287,US_17,1569.52,UPI,2025-06-03 10:01:21,completed,
PMT_1288,BK_1288,US_1960,240.35,Wallet,2024-02-26 08:56:14,completed,
PMT_1289,BK_1289,US_3174,861.18,Credit Card,2025-11-20 21:40:12,completed,
PMT_1290,BK_1290,US_7438,1292.8799999999999,Debit Card,2025-12-21 17:04:01,completed,
PMT_1291,BK_1291,US_9600,912.32,Credit Card,2024-05-05 13:13:39,completed,
PMT_1293,BK_1293,US_8490,1025.58,Debit Card,2025-05-20 14:36:00,completed,
PMT_1294,BK_1294,US_3371,698.4300000000001,Debit Card,2025-02-10 12:07:02,completed,
PMT_1295,BK_1295,US_6977,1749.64,Credit Card,2024-07-17 02:57:07,completed,
PMT_1296,BK_1296,US_3388,237.63,Wallet,2025-12-11 17:55:32,completed,
PMT_1297,BK_1297,US_8486,1481.52,Debit Card,2024-11-07 08:56:04,completed,
PMT_1298,BK_1298,US_63,0.0,Debit Card,2025-05-13 16:49:28,refunded,
PMT_1299,BK_1299,US_1585,900.99,UPI,2025-05-19 10:27:44,completed,
PMT_1300,BK_1300,US_2949,461.58000000000004,Credit Card,2025-06-04 00:46:47,completed,
PMT_1301,BK_1301,US_8354,217.57,UPI,2024-03-08 01:45:19,completed,
PMT_1302,BK_1302,US_5880,875.22,UPI,2025-03-18 22:20:56,completed,
PMT_1303,BK_1303,US_4393,267.82,Net Banking,2024-07-23 03:35:49,completed,
PMT_1305,BK_1305,US_4342,959.84,Net Banking,2025-07-22 02:20:23,completed,
PMT_1306,BK_1306,US_6699,873.9000000000001,Credit Card,2024-03-12 02:58:17,completed,
PMT_1307,BK_1307,US_4057,359.08,Debit Card,2025-08-18 05:48:52,completed,
PMT_1308,BK_1308,US_1921,486.07,Net Banking,2024-07-15 18:19:02,completed,
PMT_1309,BK_1309,US_2227,343.9,Net Banking,2024-07-04 12:55:28,completed,
PMT_1310,BK_1310,US_7918,322.37,Credit Card,2025-10-16 10:29:53,completed,
PMT_1311,BK_1311,US_6703,0.0,Credit Card,2024-06-29 05:06:20,failed,
PMT_1312,BK_1312,US_3063,0.0,UPI,2025-10-26 03:44:04,refunded,
PMT_1313,BK_1313,US_9266,383.07,Wallet,2024-07-08 15:43:03,completed,
PMT_1315,BK_1315,US_7895,0.0,UPI,2025-10-22 08:33:52,failed,
PMT_1316,BK_1316,US_7438,558.24,Net Banking,2025-04-28 01:53:23,completed,
PMT_1317,BK_1317,US_9285,497.18,Net Banking,2024-04-07 15:08:38,completed,
PMT_1318,BK_1318,US_3938,418.28,UPI,2025-10-26 22:33:16,completed,
PMT_1320,BK_1320,US_7539,875.62,Net Banking,2024-03-14 10:52:10,completed,
PMT_1321,BK_1321,US_2825,849.2,UPI,2025-03-06 06:35:43,completed,
PMT_1322,BK_1322,US_9135,1172.43,Credit Card,2024-06-10 15:07:01,completed,
PMT_1324,BK_1324,US_6074,523.58,Debit Card,2025-09-01 09:49:08,completed,
PMT_1325,BK_1325,US_5983,860.3700000000001,Wallet,2024-06-14 15:58:30,completed,
PMT_1326,BK_1326,US_6041,477.94,Debit Card,2024-02-02 17:41:32,completed,
PMT_1327,BK_1327,US_2815,1502.92,Debit Card,2024-12-30 08:29:27,completed,
PMT_1329,BK_1329,US_6114,0.0,Debit Card,2025-01-24 05:41:02,failed,
PMT_1330,BK_1330,US_1045,955.92,Debit Card,2025-10-02 08:11:21,completed,
PMT_1331,BK_1331,US_2835,1111.9499999999998,Net Banking,2025-05-02 15:27:54,completed,
PMT_1332,BK_1332,US_4701,502.44,Credit Card,2024-12-18 17:18:24,completed,
PMT_1333,BK_1333,US_3001,656.12,UPI,2024-06-07 17:28:12,completed,
PMT_1334,BK_1334,US_5391,331.15,Credit Card,2025-04-21 15:57:24,completed,
PMT_1335,BK_1335,US_9617,1757.52,Net Banking,2025-05-22 11:27:39,completed,
PMT_1336,BK_1336,US_6980,1307.34,Debit Card,2024-01-13 16:22:38,completed,
PMT_1337,BK_1337,US_4055,1634.28,UPI,2025-11-07 09:52:25,completed,
PMT_1338,BK_1338,US_9209,833.64,Wallet,2024-06-23 09:05:25,completed,
PMT_1341,BK_1341,US_3659,447.1,Net Banking,2025-11-08 04:55:27,completed,
PMT_1342,BK_1342,US_7420,794.06,UPI,2025-07-19 12:16:40,completed,
PMT_1343,BK_1343,US_8510,331.62,Wallet,2024-12-26 16:13:23,completed,
PMT_1344,BK_1344,US_8372,247.57,Net Banking,2024-11-16 18:53:11,completed,
PMT_1345,BK_1345,US_2701,747.5,UPI,2025-10-22 05:33:45,completed,
PMT_1346,BK_1346,US_775,0.0,Credit Card,2025-04-07 00:17:42,failed,
PMT_1348,BK_1348,US_8729,434.3,Credit Card,2024-05-22 04:54:33,completed,
PMT_1349,BK_1349,US_3711,1676.96,Debit Card,2025-05-12 20:26:57,completed,
PMT_1350,BK_1350,US_9999,904.12,Wallet,2024-03-05 00:09:20,completed,
PMT_1351,BK_1351,US_5359,208.24,Debit Card,2025-03-17 13:49:40,completed,
PMT_1353,BK_1353,US_3905,1991.32,Debit Card,2024-09-30 01:10:21,completed,
PMT_1354,BK_1354,US_5612,482.44,Net Banking,2025-10-24 12:09:18,completed,
PMT_1355,BK_1355,US_8246,824.1,Net Banking,2025-12-18 10:23:00,completed,
PMT_1356,BK_1356,US_7206,0.0,Wallet,2025-05-03 06:45:14,failed,
PMT_1357,BK_1357,US_268,340.11,Debit Card,2025-12-11 05:45:40,completed,
PMT_1359,BK_1359,US_3730,187.36,UPI,2024-08-08 21:22:50,completed,
PMT_1360,BK_1360,US_1327,232.44,Credit Card,2025-09-07 19:02:54,completed,
PMT_1361,BK_1361,US_3185,1376.52,Wallet,2025-04-02 15:20:25,completed,
PMT_1363,BK_1363,US_2364,802.24,UPI,2024-04-13 19:05:10,completed,
PMT_1364,BK_1364,US_325,572.24,Debit Card,2024-11-29 18:51:34,completed,
PMT_1365,BK_1365,US_1996,1104.33,Credit Card,2024-06-29 00:31:00,completed,
PMT_1366,BK_1366,US_6031,705.02,Wallet,2024-10-27 13:31:31,completed,
PMT_1367,BK_1367,US_199,587.76,UPI,2025-07-01 03:55:40,completed,
PMT_1368,BK_1368,US_4371,678.72,Wallet,2024-07-12 17:26:05,completed,
PMT_1369,BK_1369,US_9250,479.92,Debit Card,2025-04-13 06:10:14,completed,
PMT_1370,BK_1370,US_3051,468.06,Net Banking,2024-11-23 08:08:50,completed,
PMT_1371,BK_1371,US_7784,480.88,Net Banking,2025-01-12 07:25:59,completed,
PMT_1372,BK_1372,US_404,481.78,Wallet,2025-07-27 03:53:31,completed,
PMT_1373,BK_1373,US_5951,376.38,Credit Card,2024-12-03 06:26:45,completed,
PMT_1374,BK_1374,US_7383,368.25,Net Banking,2024-07-14 23:09:52,completed,
PMT_1375,BK_1375,US_8994,703.16,UPI,2024-07-04 16:50:16,completed,
PMT_1376,BK_1376,US_6961,0.0,Credit Card,2024-03-01 19:35:37,failed,
PMT_1377,BK_1377,US_2856,676.2,Net Banking,2025-11-23 10:35:37,completed,
PMT_1378,BK_1378,US_7268,1194.28,Credit Card,2025-12-01 18:03:57,completed,
PMT_1379,BK_1379,US_966,625.29,Wallet,2024-02-02 13:46:10,completed,
PMT_1380,BK_1380,US_6230,222.36,Wallet,2025-10-01 16:40:51,completed,
PMT_1382,BK_1382,US_4299,269.2,Net Banking,2025-02-16 09:19:33,completed,
PMT_1383,BK_1383,US_3415,1217.31,Debit Card,2024-01-11 11:24:33,completed,
PMT_1384,BK_1384,US_8746,313.45,Net Banking,2025-02-25 19:55:52,completed,
PMT_1386,BK_1386,US_5801,476.54,UPI,2024-05-15 10:33:51,completed,
PMT_1387,BK_1387,US_4574,1042.92,Net Banking,2024-07-25 08:12:19,completed,
PMT_1388,BK_1388,US_8059,0.0,Debit Card,2025-11-11 00:20:26,refunded,
PMT_1389,BK_1389,US_4184,602.8,Debit Card,2025-04-03 04:18:34,completed,
PMT_1390,BK_1390,US_4621,648.88,UPI,2024-12-20 02:12:10,completed,
PMT_1391,BK_1391,US_9616,710.36,UPI,2024-09-14 08:49:31,completed,
PMT_1392,BK_1392,US_9482,429.84,Debit Card,2025-02-20 08:58:17,completed,
PMT_1393,BK_1393,US_4372,433.73,Net Banking,2025-10-14 03:56:21,completed,
PMT_1394,BK_1394,US_8172,1876.4,Wallet,2025-11-10 19:23:08,completed,
PMT_1395,BK_1395,US_2302,527.0699999999999,Debit Card,2024-10-18 23:27:06,completed,
PMT_1396,BK_1396,US_6360,0.0,Wallet,2025-05-13 08:01:39,refunded,
PMT_1397,BK_1397,US_1478,187.92,Debit Card,2025-07-22 20:59:01,completed,
PMT_1398,BK_1398,US_5901,695.0999999999999,Wallet,2025-04-19 01:45:20,completed,
PMT_1400,BK_1400,US_5723,0.0,Credit Card,2024-08-26 03:05:30,failed,
PMT_1401,BK_1401,US_8494,434.23,Debit Card,2025-01-19 12:38:47,completed,
PMT_1402,BK_1402,US_3484,1301.52,Wallet,2024-08-05 01:48:59,completed,
PMT_1403,BK_1403,US_3884,1259.68,UPI,2024-07-26 16:05:56,completed,
PMT_1404,BK_1404,US_6477,1363.8000000000002,Wallet,2024-05-18 11:27:48,completed,
PMT_1406,BK_1406,US_3458,1238.24,Credit Card,2024-09-18 04:46:11,completed,
PMT_1407,BK_1407,US_5716,1622.96,Credit Card,2025-01-04 11:28:45,completed,
PMT_1409,BK_1409,US_442,524.91,Net Banking,2024-03-23 09:41:36,completed,
PMT_1410,BK_1410,US_920,929.44,Debit Card,2025-02-01 18:56:40,completed,
PMT_1411,BK_1411,US_1396,304.5,Debit Card,2025-03-23 16:54:40,completed,
PMT_1412,BK_1412,US_1739,0.0,UPI,2025-10-11 01:15:49,refunded,
PMT_1413,BK_1413,US_1657,0.0,Credit Card,2024-02-14 07:44:22,refunded,
PMT_1414,BK_1414,US_2349,319.82,Wallet,2024-05-09 14:25:22,completed,
PMT_1415,BK_1415,US_5418,0.0,Wallet,2025-10-23 06:33:59,failed,
PMT_1416,BK_1416,US_5693,1275.69,Net Banking,2025-01-10 21:57:56,completed,
PMT_1417,BK_1417,US_6513,1170.18,Credit Card,2025-11-22 18:54:11,completed,
PMT_1418,BK_1418,US_4472,1470.04,Wallet,2025-01-11 11:21:53,completed,
PMT_1419,BK_1419,US_855,876.86,UPI,2025-06-22 06:41:12,completed,
PMT_1420,BK_1420,US_6171,296.18,UPI,2024-10-13 17:42:37,completed,
PMT_1422,BK_1422,US_2268,699.06,UPI,2024-06-03 06:40:48,completed,
PMT_1423,BK_1423,US_1657,977.28,Credit Card,2024-12-25 12:51:12,completed,
PMT_1425,BK_1425,US_3122,1606.28,Debit Card,2025-09-02 21:06:23,completed,
PMT_1426,BK_1426,US_3848,1574.32,Net Banking,2025-05-11 06:28:12,completed,
PMT_1427,BK_1427,US_7516,496.37,Credit Card,2024-06-17 18:19:28,completed,
PMT_1428,BK_1428,US_8795,983.58,Credit Card,2025-03-06 20:19:43,completed,
PMT_1429,BK_1429,US_7759,456.31,UPI,2025-11-11 21:05:49,completed,
PMT_1431,BK_1431,US_2829,1143.4499999999998,Credit Card,2024-10-03 12:53:30,completed,
PMT_1433,BK_1433,US_3140,1007.5500000000001,Wallet,2024-02-05 16:25:04,completed,
PMT_1435,BK_1435,US_2585,942.28,Wallet,2025-01-31 15:33:09,completed,
PMT_1436,BK_1436,US_9921,1671.88,UPI,2024-04-19 19:38:29,completed,
PMT_1437,BK_1437,US_2916,0.0,Net Banking,2024-10-26 22:45:11,refunded,
PMT_1439,BK_1439,US_9842,426.9,Credit Card,2025-12-08 07:20:31,completed,
PMT_1441,BK_1441,US_4828,455.1,Net Banking,2025-07-17 21:28:41,completed,
PMT_1442,BK_1442,US_1661,474.17,Debit Card,2025-07-04 09:05:57,completed,
PMT_1443,BK_1443,US_4206,351.42,UPI,2025-07-18 17:20:04,completed,
PMT_1444,BK_1444,US_1405,557.66,UPI,2024-02-12 01:41:13,completed,
PMT_1445,BK_1445,US_7315,819.78,UPI,2025-02-21 01:54:56,completed,
PMT_1446,BK_1446,US_2447,1563.52,Debit Card,2025-12-14 08:09:57,completed,
PMT_1447,BK_1447,US_8583,362.18,Debit Card,2024-08-16 11:44:21,completed,
PMT_1448,BK_1448,US_2798,641.4000000000001,Debit Card,2025-11-25 09:22:00,completed,
PMT_1449,BK_1449,US_9875,1480.1100000000001,Credit Card,2024-02-21 11:17:14,completed,
PMT_1450,BK_1450,US_4436,437.92,UPI,2024-03-13 10:52:33,completed,
PMT_1451,BK_1451,US_1872,1079.32,Debit Card,2025-12-29 19:38:13,completed,
PMT_1453,BK_1453,US_6579,0.0,UPI,2024-07-21 05:51:21,failed,
PMT_1454,BK_1454,US_2581,1174.84,Credit Card,2025-06-15 11:51:42,completed,
PMT_1455,BK_1455,US_3806,817.6500000000001,Credit Card,2024-01-13 10:27:53,completed,
PMT_1456,BK_1456,US_3409,172.37,Net Banking,2024-01-30 16:55:24,completed,
PMT_1458,BK_1458,US_292,269.77,UPI,2024-05-15 22:35:03,completed,
PMT_1459,BK_1459,US_9066,0.0,Credit Card,2024-01-30 20:00:00,failed,
PMT_1460,BK_1460,US_5876,345.8,Credit Card,2025-03-09 11:58:20,completed,
PMT_1462,BK_1462,US_2834,596.62,Wallet,2025-10-28 06:59:58,completed,
PMT_1463,BK_1463,US_4333,1217.31,Debit Card,2025-07-25 13:53:26,completed,
PMT_1465,BK_1465,US_6060,0.0,Wallet,2025-09-29 19:42:25,failed,
PMT_1466,BK_1466,US_4211,1136.22,UPI,2024-10-03 02:05:38,completed,
PMT_1467,BK_1467,US_6070,1555.04,Wallet,2024-02-14 19:19:14,completed,
PMT_1468,BK_1468,US_1601,667.72,Debit Card,2025-10-22 02:34:46,completed,
PMT_1470,BK_1470,US_1288,248.22,Credit Card,2025-07-04 01:23:36,completed,
PMT_1471,BK_1471,US_2165,1933.84,Debit Card,2024-08-06 05:39:57,completed,
PMT_1472,BK_1472,US_1993,475.95000000000005,Net Banking,2025-06-28 02:23:02,completed,
PMT_1474,BK_1474,US_3500,476.17,Credit Card,2024-09-22 20:33:27,completed,
PMT_1475,BK_1475,US_8135,1443.4,Net Banking,2024-11-17 05:42:18,completed,
PMT_1476,BK_1476,US_1436,0.0,Debit Card,2025-03-29 17:28:27,refunded,
PMT_1477,BK_1477,US_8314,0.0,Debit Card,2024-12-21 22:23:59,failed,
PMT_1480,BK_1480,US_846,1102.76,Wallet,2024-07-21 10:28:03,completed,
PMT_1481,BK_1481,US_2683,382.39,Credit Card,2024-05-09 17:43:12,completed,
PMT_1482,BK_1482,US_543,1285.44,Wallet,2025-01-27 02:52:25,completed,
PMT_1484,BK_1484,US_5983,970.16,UPI,2025-09-04 11:59:54,completed,
PMT_1486,BK_1486,US_8644,178.66,Net Banking,2024-10-31 21:23:35,completed,
PMT_1487,BK_1487,US_495,504.52,Net Banking,2024-12-02 02:58:55,completed,
PMT_1488,BK_1488,US_6317,1497.6,Wallet,2025-04-19 18:47:54,completed,
PMT_1490,BK_1490,US_1202,833.14,Debit Card,2024-06-09 03:02:07,completed,
