seat_id,booking_id,screen_id,seat_number,seat_type,charger,status,show_id
ST_2208,BK_3251,SC_630,D4,Premium,True,Booked,
ST_2209,BK_6914,SC_904,B9,Regular,True,Booked,
ST_2210,BK_2503,SC_151,D15,Premium,True,Booked,
ST_2211,,SC_901,A2,Premium,True,Booked,
ST_2212,BK_7739,SC_368,A11,VIP,True,Available,
ST_2213,,SC_115,E20,Regular,True,Booked,
ST_2214,,SC_91,C19,Regular,True,Booked,
ST_2215,BK_7086,SC_36,A12,Regular,True,Available,
ST_2216,BK_8820,SC_580,C4,Premium,True,Booked,
ST_2217,BK_7226,SC_381,C16,Premium,True,Booked,
ST_2218,BK_5698,SC_872,C19,Regular,True,Booked,
ST_2219,BK_6532,SC_612,B4,Regular,True,Booked,
ST_2220,,SC_515,E3,Regular,True,Available,
ST_2221,BK_9664,SC_200,B19,VIP,True,Booked,
ST_2222,,SC_423,D11,Premium,True,Booked,
ST_2223,,SC_48,B14,Regular,True,Available,
ST_2224,,SC_238,D13,VIP,True,Booked,
ST_2225,BK_8783,SC_631,D4,Premium,True,Booked,
ST_2226,BK_9320,SC_219,D10,Regular,True,Booked,
ST_2227,BK_7092,SC_510,B13,Regular,True,Available,
ST_2228,BK_4895,SC_998,D2,VIP,True,Available,
ST_2229,BK_751,SC_393,E8,Regular,True,Booked,
ST_2230,BK_6762,SC_126,C5,Premium,True,Booked,
ST_2231,BK_5101,SC_317,A10,Premium,True,Booked,
ST_2232,BK_7457,SC_752,A5,Regular,True,Available,
ST_2233,BK_637,SC_681,C20,Premium,True,Booked,
ST_2235,BK_4745,SC_354,E19,Regular,True,Available,
ST_2236,BK_8518,SC_610,C4,Regular,True,Booked,
ST_2237,BK_684,SC_658,B19,Premium,True,Booked,
ST_2238,BK_3663,SC_538,E4,Regular,True,Booked,
ST_2239,,SC_130,A11,Regular,True,Booked,
ST_2240,BK_9118,SC_541,B5,Premium,True,Reserved,
ST_2241,BK_5326,SC_939,C5,Premium,True,Booked,
ST_2242,BK_4025,SC_113,D16,Premium,True,Booked,
ST_2243,BK_2358,SC_598,E4,Regular,True,Booked,
ST_2244,BK_8420,SC_907,D7,Regular,True,Reserved,
ST_2245,BK_4312,SC_150,C14,Premium,True,Booked,
ST_2247,BK_6059,SC_352,C8,Premium,True,Booked,
ST_2248,BK_2644,SC_922,E15,VIP,True,Booked,
ST_2249,BK_4060,SC_108,A20,Regular,True,Available,
ST_2250,BK_7210,SC_290,A4,Regular,True,Booked,
ST_2251,BK_2276,SC_216,B9,Premium,True,Booked,
ST_2252,BK_8707,SC_772,D11,Regular,True,Booked,
ST_2253,BK_4337,SC_221,D3,VIP,True,Booked,
ST_2254,BK_8376,SC_918,B8,Regular,True,Booked,
ST_2255,BK_2706,SC_585,A14,Regular,True,Booked,
ST_2256,,SC_485,D11,Regular,True,Available,
ST_2257,BK_495,SC_540,D19,Regular,True,Booked,
ST_2258,,SC_629,D9,Regular,True,Available,
ST_2259,BK_8164,SC_337,E16,Regular,True,Booked,
ST_2260,BK_7252,SC_912,C13,Regular,True,Booked,
ST_2261,BK_7240,SC_842,C11,Regular,True,Available,
ST_2262,BK_8220,SC_495,A19,VIP,True,Booked,
ST_2263,BK_6633,SC_228,C5,Premium,True,Available,
ST_2264,BK_7757,SC_753,B1,Premium,True,Booked,
ST_2266,BK_8986,SC_865,C6,Regular,True,Reserved,
ST_2269,BK_174,SC_822,D4,Regular,True,Reserved,
ST_2270,BK_1757,SC_386,C11,Regular,True,Available,
ST_2271,BK_9488,SC_788,C3,Regular,True,Booked,
ST_2272,BK_2206,SC_693,D19,VIP,True,Reserved,
ST_2273,BK_4241,SC_73,C14,Regular,True,Available,
ST_2274,BK_1494,SC_824,B19,Regular,True,Booked,
ST_2275,,SC_763,B4,Regular,True,Booked,
ST_2276,BK_8134,SC_951,A11,Regular,True,Booked,
ST_2277,BK_9416,SC_45,C15,Premium,True,Booked,
ST_2278,BK_5492,SC_364,D18,Regular,True,Booked,
ST_2279,BK_2558,SC_329,E11,Regular,True,Booked,
ST_2281,BK_2873,SC_367,B9,Premium,True,Available,
ST_2282,BK_5374,SC_864,E2,Regular,True,Booked,
ST_2283,BK_6487,SC_235,B6,Regular,True,Booked,
ST_2284,BK_2331,SC_456,B12,Regular,True,Reserved,
ST_2285,BK_8705,SC_460,A7,VIP,True,Reserved,
ST_2286,,SC_174,E9,Regular,True,Booked,
ST_2287,BK_5202,SC_43,A5,Regular,True,Booked,
ST_2288,BK_7795,SC_284,C10,Regular,True,Booked,
ST_2289,BK_5524,SC_387,B10,VIP,True,Booked,
ST_2291,BK_6391,SC_402,E11,VIP,True,Booked,
ST_2292,BK_468,SC_731,B1,Regular,True,Booked,
ST_2294,,SC_19,E8,Regular,True,Booked,
ST_2295,BK_6404,SC_772,E11,Premium,True,Booked,
ST_2296,BK_1475,SC_619,E11,Regular,True,Booked,
ST_2297,,SC_211,B20,Regular,True,Booked,
ST_2298,BK_14,SC_881,C3,VIP,True,Booked,
ST_2300,BK_8329,SC_540,A17,Regular,True,Booked,
ST_2301,BK_5199,SC_114,D3,Premium,True,Booked,
ST_2302,BK_3838,SC_533,C13,Premium,True,Available,
ST_2303,BK_3316,SC_139,D10,Regular,True,Booked,
ST_2304,BK_3967,SC_815,E2,Regular,True,Available,
ST_2305,BK_9114,SC_885,D1,Regular,True,Booked,
ST_2306,BK_9328,SC_156,B17,VIP,True,Booked,
ST_2307,BK_1350,SC_448,C1,Regular,True,Booked,
ST_2308,BK_9329,SC_879,D4,Regular,True,Available,
ST_2309,BK_5740,SC_197,D5,VIP,True,Booked,
ST_2310,BK_2733,SC_447,A11,Premium,True,Booked,
ST_2311,BK_2218,SC_255,C3,Premium,True,Booked,
ST_2312,BK_5540,SC_9,B13,Regular,True,Booked,
ST_2313,BK_5979,SC_165,E11,Premium,True,Booked,
ST_2314,BK_4779,SC_245,B20,VIP,True,Booked,
ST_2315,BK_8186,SC_283,D20,Premium,True,Booked,
ST_2316,BK_7095,SC_322,A2,Regular,True,Booked,
ST_2318,,SC_942,E2,Premium,True,Available,
ST_2319,BK_286,SC_291,D11,VIP,True,Reserved,
ST_2320,BK_6279,SC_175,B6,Premium,True,Booked,
ST_2321,BK_3808,SC_777,C5,Premium,True,Available,
ST_2323,,SC_602,B19,Premium,True,Booked,
ST_2324,BK_14,SC_113,A3,Premium,True,Booked,
ST_2325,BK_4487,SC_304,C12,Regular,True,Booked,
ST_2326,BK_819,SC_699,A6,Regular,True,Booked,
ST_2328,BK_1494,SC_287,A3,Premium,True,Booked,
ST_2329,BK_2652,SC_227,D4,Regular,True,Booked,
ST_2330,BK_5607,SC_145,B13,Regular,True,Reserved,
ST_2331,BK_6345,SC_329,C2,Regular,True,Booked,
ST_2332,BK_4079,SC_385,C16,Regular,True,Reserved,
ST_2333,BK_1561,SC_183,E12,Regular,True,Available,
ST_2334,BK_7673,SC_655,B1,Regular,True,Booked,
ST_2335,BK_243,SC_992,B20,Regular,True,Booked,
ST_2336,,SC_247,E4,VIP,True,Booked,
ST_2337,BK_2068,SC_853,D14,Premium,True,Booked,
ST_2338,BK_7886,SC_730,A8,Regular,True,Available,
ST_2339,BK_1244,SC_476,A15,Regular,True,Reserved,
ST_2340,BK_5265,SC_400,C4,Regular,True,Available,
ST_2341,BK_2629,SC_299,C1,VIP,True,Booked,
ST_2343,BK_7663,SC_638,A12,Regular,True,Available,
ST_2344,BK_6089,SC_748,B7,Regular,True,Booked,
ST_2345,BK_8084,SC_785,B17,Regular,True,Booked,
ST_2346,BK_1960,SC_419,A2,Premium,True,Booked,
ST_2347,BK_8964,SC_101,C20,Regular,True,Booked,
ST_2348,,SC_352,C12,Regular,True,Booked,
ST_2349,BK_9379,SC_970,C17,Regular,True,Booked,
ST_2350,BK_2121,SC_280,D19,Premium,True,Booked,
ST_2351,,SC_353,E4,Regular,True,Booked,
ST_2353,BK_5610,SC_848,D8,Premium,True,Booked,
ST_2355,,SC_84,C2,Premium,True,Available,
ST_2356,BK_3839,SC_220,E18,VIP,True,Booked,
ST_2357,BK_3602,SC_688,C5,Premium,True,Booked,
ST_2358,BK_6145,SC_296,B12,Regular,True,Booked,
ST_2359,BK_5628,SC_96,D7,Premium,True,Booked,
ST_2360,BK_2773,SC_987,B1,Premium,True,Booked,
ST_2361,BK_4042,SC_247,B2,Regular,True,Booked,
ST_2362,BK_3641,SC_815,D9,Premium,True,Booked,
ST_2363,BK_8504,SC_941,D18,Premium,True,Booked,
ST_2364,,SC_157,A11,Regular,True,Booked,
ST_2365,BK_5156,SC_780,C1,Premium,True,Booked,
ST_2366,,SC_654,A10,Regular,True,Booked,
ST_2368,BK_835,SC_502,A3,Regular,True,Booked,
ST_2370,BK_435,SC_926,C19,Regular,True,Booked,
ST_2371,,SC_374,E12,Regular,True,Booked,
ST_2372,BK_3294,SC_348,C7,Regular,True,Booked,
ST_2373,BK_5031,SC_227,C11,Regular,True,Booked,
ST_2374,BK_5235,SC_343,C1,Premium,True,Available,
ST_2375,,SC_277,B7,Premium,True,Available,
ST_2376,,SC_706,D8,Regular,True,Available,
ST_2378,BK_7405,SC_390,B5,Premium,True,Booked,
ST_2379,BK_5487,SC_650,D13,Regular,True,Booked,
ST_2380,BK_3922,SC_648,B8,Regular,True,Reserved,
ST_2381,BK_9040,SC_339,B3,VIP,True,Booked,
ST_2384,BK_4795,SC_577,E4,Regular,True,Booked,
ST_2385,BK_7299,SC_328,A4,Regular,True,Booked,
ST_2386,BK_3884,SC_362,C19,Regular,True,Booked,
ST_2387,,SC_467,A7,Premium,True,Reserved,
ST_2388,BK_8252,SC_939,B18,Regular,True,Booked,
ST_2389,BK_231,SC_718,D13,Regular,True,Booked,
ST_2390,BK_335,SC_306,B14,Regular,True,Available,
ST_2391,BK_2779,SC_807,A16,Regular,True,Booked,
ST_2392,BK_1215,SC_875,E13,Regular,True,Booked,
ST_2393,,SC_352,A1,Premium,True,Booked,
ST_2394,BK_3539,SC_700,B18,VIP,True,Booked,
ST_2395,BK_6002,SC_865,A7,Regular,True,Booked,
ST_2396,BK_7386,SC_687,D17,Regular,True,Reserved,
ST_2398,BK_7359,SC_367,B10,Regular,True,Booked,
ST_2399,,SC_427,C10,Premium,True,Booked,
ST_2400,BK_961,SC_541,B10,VIP,True,Booked,
ST_2401,,SC_57,A14,Premium,True,Available,
ST_2402,BK_950,SC_274,B13,Regular,True,Booked,
ST_2404,,SC_856,D8,Regular,True,Booked,
ST_2405,BK_7632,SC_817,C1,Premium,True,Available,
ST_2406,BK_553,SC_174,D11,Regular,True,Booked,
ST_2407,,SC_711,B13,Regular,True,Booked,
ST_2408,BK_3202,SC_600,D17,Regular,True,Available,
ST_2409,,SC_265,D10,Regular,True,Booked,
ST_2410,BK_6603,SC_986,E20,Premium,True,Available,
ST_2411,BK_5011,SC_239,C1,Regular,True,Available,
ST_2412,BK_589,SC_355,D16,Regular,True,Available,
ST_2413,BK_6286,SC_823,B5,Regular,True,Booked,
ST_2415,BK_2529,SC_30,E13,Premium,True,Available,
ST_2418,BK_90,SC_18,E13,Regular,True,Booked,
ST_2419,BK_2595,SC_263,C6,Regular,True,Booked,
ST_2420,BK_1394,SC_637,C3,Premium,True,Booked,
ST_2421,BK_5973,SC_80,E15,Regular,True,Booked,
ST_2422,BK_760,SC_300,A5,Premium,True,Booked,
ST_2423,BK_7700,SC_356,A11,Regular,True,Booked,
ST_2424,BK_4562,SC_718,A7,Premium,True,Booked,
ST_2425,BK_5882,SC_87,C5,VIP,True,Booked,
ST_2426,,SC_813,C2,Premium,True,Reserved,
ST_2427,BK_2517,SC_8,A10,Regular,True,Available,
ST_2428,,SC_646,D3,Premium,True,Booked,
ST_2429,BK_6792,SC_639,A18,Regular,True,Available,
ST_2430,,SC_68,D17,Premium,True,Available,
ST_2431,BK_4540,SC_712,B14,Regular,True,Booked,
ST_2432,BK_9113,SC_950,C13,Regular,True,Booked,
ST_2434,BK_6499,SC_429,A11,Regular,True,Booked,
ST_2435,BK_1877,SC_537,D20,Regular,True,Booked,
ST_2436,BK_4430,SC_456,A1,Regular,True,Booked,
ST_2437,,SC_104,A19,Regular,True,Booked,
ST_2438,BK_380,SC_798,C17,Regular,True,Booked,
ST_2440,BK_7665,SC_2,A7,Regular,True,Booked,
ST_2441,BK_3786,SC_619,B1,Regular,True,Available,
ST_2442,,SC_314,E16,Premium,True,Booked,
ST_2445,BK_3815,SC_392,C17,VIP,True,Booked,
ST_2446,BK_1158,SC_33,A1,Premium,True,Booked,
ST_2447,BK_6149,SC_134,E16,VIP,True,Booked,
ST_2449,,SC_24,A13,VIP,True,Booked,
ST_2450,,SC_214,E13,Premium,True,Booked,
ST_2452,BK_6099,SC_386,C7,Premium,True,Reserved,
ST_2453,,SC_787,A9,Premium,True,Booked,
ST_2454,BK_83,SC_606,D2,Regular,True,Booked,
ST_2455,,SC_433,B10,Premium,True,Booked,
ST_2456,BK_7165,SC_533,C17,Regular,True,Booked,
ST_2457,BK_6199,SC_440,C7,Regular,True,Booked,
ST_2458,,SC_58,A13,Regular,True,Booked,
ST_2459,,SC_75,B18,Regular,True,Booked,
ST_2460,BK_583,SC_21,D3,Regular,True,Booked,
ST_2461,BK_1784,SC_303,A3,Regular,True,Booked,
ST_2462,BK_9737,SC_444,B8,Regular,True,Booked,
ST_2463,BK_6035,SC_426,E12,Premium,True,Available,
ST_2464,BK_1905,SC_805,C6,Regular,True,Booked,
ST_2465,BK_3060,SC_610,B4,Premium,True,Booked,
ST_2466,,SC_110,D11,Regular,True,Booked,
ST_2467,BK_836,SC_443,C4,Regular,True,Booked,
ST_2468,,SC_202,D15,Regular,True,Available,
ST_2469,,SC_435,E11,Regular,True,Booked,
ST_2470,,SC_140,E4,Regular,True,Available,
ST_2471,BK_9179,SC_390,D15,Regular,True,Booked,
ST_2472,BK_1378,SC_30,B7,VIP,True,Available,
ST_2473,BK_8392,SC_992,A9,Premium,True,Reserved,
ST_2474,BK_8578,SC_860,B13,VIP,True,Booked,
ST_2475,BK_3229,SC_40,B19,VIP,True,Booked,
ST_2476,BK_205,SC_212,A3,Regular,True,Booked,
ST_2477,BK_1960,SC_813,A6,VIP,True,Booked,
ST_2478,BK_5349,SC_883,C6,Regular,True,Available,
ST_2479,BK_142,SC_118,D3,Regular,True,Booked,
ST_2480,BK_2721,SC_253,A15,Regular,True,Booked,
ST_2481,BK_4719,SC_618,E6,VIP,True,Booked,
ST_2482,BK_5065,SC_147,D18,Regular,True,Booked,
ST_2483,BK_651,SC_67,C18,Regular,True,Booked,
ST_2484,BK_9428,SC_351,B4,Regular,True,Booked,
ST_2485,BK_2228,SC_385,D17,Regular,True,Booked,
ST_2487,BK_1654,SC_581,B19,Regular,True,Booked,
ST_2488,BK_8441,SC_386,E11,Premium,True,Booked,
ST_2489,BK_9756,SC_610,C5,Premium,True,Booked,
ST_2490,,SC_892,A19,Regular,True,Available,
ST_2491,BK_4465,SC_606,B16,Premium,True,Booked,
ST_2492,BK_5920,SC_788,B16,Regular,True,Booked,
ST_2493,BK_8116,SC_278,C20,Regular,True,Booked,
ST_2494,BK_5328,SC_12,D20,Premium,True,Booked,
ST_2496,,SC_910,A12,Regular,True,Reserved,
ST_2497,BK_4787,SC_21,D6,Regular,True,Reserved,
ST_2498,BK_8440,SC_655,A20,Premium,True,Booked,
ST_2499,BK_2221,SC_85,E7,Premium,True,Booked,
ST_2500,BK_817,SC_91,D13,Regular,True,Booked,
ST_2501,BK_7769,SC_584,D10,Regular,True,Available,
ST_2502,BK_8108,SC_901,B5,Regular,True,Booked,
ST_2504,BK_206,SC_608,D17,Regular,True,Booked,
ST_2506,BK_45,SC_45,B17,Regular,True,Booked,
ST_2507,BK_2691,SC_999,A11,Regular,True,Available,
ST_2508,BK_2204,SC_574,B1,Regular,True,Booked,
ST_2509,BK_3272,SC_287,E9,Regular,True,Booked,
ST_2510,BK_3458,SC_214,E6,Regular,True,Booked,
ST_2511,BK_2507,SC_262,D12,Regular,True,Booked,
ST_2512,BK_7647,SC_900,B19,VIP,True,Booked,
ST_2513,BK_9369,SC_424,E15,Premium,True,Booked,
ST_2514,BK_5332,SC_503,A1,Regular,True,Booked,
ST_2515,BK_5739,SC_473,D1,Premium,True,Available,
ST_2517,BK_5186,SC_896,E4,Regular,True,Booked,
ST_2518,BK_8520,SC_89,B7,Premium,True,Booked,
ST_2519,BK_5663,SC_655,B15,Premium,True,Available,
ST_2520,BK_6886,SC_129,D17,Premium,True,Available,
ST_2521,BK_2677,SC_188,A2,Regular,True,Booked,
ST_2522,BK_3213,SC_592,E12,Regular,True,Booked,
ST_2523,,SC_248,A6,Regular,True,Available,
ST_2524,BK_6235,SC_385,A17,Regular,True,Booked,
ST_2526,BK_4313,SC_527,D1,Premium,True,Booked,
ST_2527,BK_779,SC_110,D15,Regular,True,Available,
ST_2528,BK_3287,SC_968,B4,Regular,True,Booked,
ST_2529,BK_2146,SC_586,A11,Regular,True,Booked,
ST_2530,BK_9751,SC_765,E4,Regular,True,Available,
ST_2531,BK_1891,SC_885,D20,Regular,True,Booked,
ST_2532,,SC_948,E6,Premium,True,Reserved,
ST_2533,BK_6609,SC_4,A15,Regular,True,Booked,
ST_2534,,SC_578,D19,VIP,True,Booked,
ST_2535,BK_2812,SC_616,E18,Premium,True,Available,
ST_2537,BK_4358,SC_41,B7,Regular,True,Available,
ST_2539,,SC_334,A14,Regular,True,Available,
ST_2540,,SC_699,E10,Regular,True,Reserved,
ST_2541,,SC_865,D19,Regular,True,Reserved,
ST_2542,BK_1074,SC_784,B7,Regular,True,Booked,
ST_2543,BK_1492,SC_390,A7,Regular,True,Booked,
ST_2544,BK_8500,SC_851,A9,Regular,True,Reserved,
ST_2546,BK_6213,SC_590,C4,Regular,True,Booked,
ST_2547,BK_2278,SC_526,B9,Premium,True,Reserved,
ST_2549,BK_203,SC_688,C7,Premium,True,Booked,
ST_2550,BK_6493,SC_381,B18,Regular,True,Booked,
ST_2552,BK_7229,SC_115,D4,Regular,True,Reserved,
ST_2553,BK_8224,SC_513,D6,Premium,True,Booked,
ST_2554,BK_4779,SC_776,B3,Regular,True,Booked,
ST_2555,BK_6775,SC_587,A3,Regular,True,Booked,
ST_2556,,SC_19,B7,Regular,True,Available,
ST_2557,,SC_570,B18,Premium,True,Booked,
ST_2558,BK_4931,SC_257,D3,Regular,True,Available,
ST_2559,BK_1050,SC_156,A5,Regular,True,Available,
ST_2561,BK_3079,SC_742,A10,Premium,True,Booked,
ST_2562,BK_5212,SC_743,E11,Regular,True,Reserved,
ST_2563,BK_6308,SC_899,A3,Premium,True,Reserved,
ST_2564,BK_6417,SC_627,A14,Regular,True,Booked,
ST_2565,BK_7358,SC_131,C19,Regular,True,Booked,
ST_2566,,SC_210,C8,VIP,True,Booked,
ST_2567,BK_7828,SC_361,B6,Regular,True,Booked,
ST_2568,BK_4095,SC_711,D6,Premium,True,Booked,
ST_2569,BK_8188,SC_582,D16,Premium,True,Booked,
ST_2571,BK_6453,SC_404,C10,Premium,True,Reserved,
ST_2572,,SC_980,E18,Regular,True,Booked,
ST_2573,BK_3411,SC_918,D5,Regular,True,Booked,
ST_2574,BK_1654,SC_745,D8,Premium,True,Booked,
ST_2575,BK_2270,SC_627,E10,Regular,True,Booked,
ST_2576,BK_3632,SC_989,E15,Regular,True,Booked,
ST_2577,BK_3598,SC_283,A18,Regular,True,Booked,
ST_2578,BK_3632,SC_758,A9,Premium,True,Booked,
ST_2579,BK_6187,SC_437,A8,Regular,True,Booked,
ST_2580,BK_1260,SC_238,A20,Premium,True,Booked,
ST_2581,,SC_17,C17,Regular,True,Booked,
ST_2582,BK_1112,SC_346,B11,Regular,True,Booked,
ST_2583,BK_256,SC_140,B12,Regular,True,Reserved,
ST_2584,BK_413,SC_523,D20,Regular,True,Available,
ST_2585,BK_4097,SC_402,D18,Premium,True,Booked,
ST_2586,BK_1914,SC_554,B9,Regular,True,Available,
ST_2587,BK_745,SC_251,E7,Regular,True,Booked,
ST_2588,,SC_356,E18,Regular,True,Available,
ST_2589,,SC_91,A19,Regular,True,Booked,
ST_2590,BK_6255,SC_487,B7,Regular,True,Reserved,
ST_2591,BK_1779,SC_97,B17,Premium,True,Booked,
ST_2592,BK_4341,SC_761,B7,Regular,True,Booked,
ST_2593,,SC_857,E14,Regular,True,Booked,
ST_2594,BK_323,SC_400,E19,Premium,True,Available,
ST_2595,BK_537,SC_856,D1,Regular,True,Booked,
ST_2596,BK_5243,SC_813,A20,Premium,True,Available,
ST_2597,BK_249,SC_200,E8,Regular,True,Booked,
ST_2598,BK_4228,SC_946,C15,Regular,True,Booked,
ST_2599,BK_9995,SC_430,C18,VIP,True,Booked,
ST_2600,BK_1518,SC_987,A2,Regular,True,Booked,
ST_2601,BK_2280,SC_341,E19,Premium,True,Available,
ST_2602,BK_2106,SC_900,C6,Regular,True,Booked,
ST_2603,BK_8413,SC_47,B2,Regular,True,Booked,
ST_2604,BK_1209,SC_941,D8,Regular,True,Booked,
ST_2605,BK_9106,SC_445,A1,Premium,True,Booked,
ST_2606,BK_8072,SC_396,C5,Premium,True,Available,
ST_2607,BK_1140,SC_392,B18,Premium,True,Available,
ST_2608,BK_3185,SC_279,D14,Regular,True,Available,
ST_2609,BK_9421,SC_301,A9,Premium,True,Available,
ST_2610,BK_2453,SC_507,C5,Regular,True,Booked,
ST_2611,BK_3003,SC_137,A6,Regular,True,Reserved,
ST_2612,,SC_341,D12,Premium,True,Booked,
ST_2613,BK_6090,SC_647,C3,Regular,True,Booked,
ST_2614,BK_7827,SC_572,E17,Regular,True,Booked,
ST_2615,BK_6941,SC_177,B19,Regular,True,Booked,
ST_2616,,SC_625,E4,Regular,True,Available,
ST_2618,,SC_162,E18,Regular,True,Booked,
ST_2619,BK_8706,SC_368,E5,Regular,True,Booked,
ST_2620,BK_3216,SC_587,B18,VIP,True,Reserved,
ST_2621,,SC_916,E7,Regular,True,Booked,
ST_2622,BK_780,SC_920,E15,Premium,True,Reserved,
ST_2624,BK_1753,SC_675,C16,Regular,True,Booked,
ST_2626,,SC_404,B15,Regular,True,Booked,
ST_2627,BK_7022,SC_721,B1,Regular,True,Booked,
ST_2629,BK_3528,SC_421,C8,Regular,True,Booked,
ST_2630,BK_3084,SC_336,C9,Regular,True,Booked,
ST_2632,BK_7955,SC_994,D13,Premium,True,Booked,
ST_2633,BK_4954,SC_251,C9,Premium,True,Booked,
ST_2634,BK_8463,SC_344,C4,Premium,True,Available,
ST_2635,BK_6744,SC_329,A8,Regular,True,Booked,
ST_2636,,SC_503,C1,VIP,True,Booked,
ST_2637,BK_865,SC_83,D19,VIP,True,Booked,
ST_2639,,SC_759,D14,Regular,True,Available,
ST_2640,BK_3999,SC_455,E10,Regular,True,Booked,
ST_2641,BK_8948,SC_922,E6,Premium,True,Booked,
ST_2642,BK_4284,SC_930,C8,Regular,True,Booked,
ST_2643,BK_3145,SC_270,C8,Premium,True,Booked,
ST_2645,BK_8307,SC_312,B5,Regular,True,Booked,
ST_2646,BK_712,SC_701,B5,Regular,True,Booked,
ST_2647,BK_9580,SC_483,A16,Regular,True,Booked,
ST_2648,BK_3200,SC_423,C6,Regular,True,Reserved,
ST_2649,,SC_150,C5,Premium,True,Booked,
ST_2650,BK_6020,SC_988,B12,Regular,True,Booked,
ST_2651,BK_9878,SC_325,D8,Regular,True,Booked,
ST_2652,BK_1453,SC_776,B9,Premium,True,Booked,
ST_2653,BK_3017,SC_385,E8,Regular,True,Available,
ST_2654,BK_3449,SC_457,E20,Regular,True,Booked,
ST_2655,BK_9210,SC_612,B8,VIP,True,Booked,
ST_2656,BK_4395,SC_220,C18,Regular,True,Available,
ST_2658,BK_808,SC_998,E9,Regular,True,Booked,
ST_2659,BK_4664,SC_387,E7,Premium,True,Booked,
ST_2661,BK_6835,SC_957,E1,Premium,True,Available,
ST_2663,BK_7196,SC_317,A8,VIP,True,Available,
ST_2664,BK_2689,SC_167,A18,Premium,True,Booked,
ST_2665,BK_8856,SC_495,D16,Premium,True,Booked,
ST_2666,,SC_855,B10,Regular,True,Booked,
ST_2667,BK_2604,SC_291,A1,VIP,True,Booked,
ST_2669,BK_2916,SC_408,A4,Regular,True,Available,
ST_2670,BK_5099,SC_767,B8,Premium,True,Booked,
ST_2671,,SC_136,A3,Regular,True,Available,
ST_2672,BK_8098,SC_506,C18,Regular,True,Available,
ST_2673,BK_7461,SC_800,B7,Regular,True,Booked,
ST_2675,BK_5224,SC_957,D18,Regular,True,Reserved,
ST_2676,BK_6074,SC_629,B7,Regular,True,Booked,
ST_2678,BK_5527,SC_214,B13,Premium,True,Booked,
ST_2681,BK_1250,SC_481,D3,Regular,True,Booked,
ST_2682,BK_9559,SC_90,C15,Premium,True,Booked,
ST_2683,BK_1886,SC_925,A8,Regular,True,Booked,
ST_2684,BK_5583,SC_656,B7,Regular,True,Booked,
ST_2685,BK_5668,SC_965,C18,Regular,True,Booked,
ST_2686,BK_8811,SC_359,E19,Premium,True,Booked,
ST_2687,BK_3881,SC_252,E6,Regular,True,Booked,
ST_2688,BK_7510,SC_366,D13,Regular,True,Booked,
ST_2689,BK_378,SC_13,A12,Regular,True,Available,
ST_2690,BK_5948,SC_648,B5,Regular,True,Booked,
ST_2691,BK_665,SC_462,C19,VIP,True,Booked,
ST_2692,BK_5186,SC_557,D4,Premium,True,Booked,
ST_2694,BK_6675,SC_300,D9,Regular,True,Booked,
ST_2696,BK_1543,SC_700,C5,Regular,True,Available,
ST_2697,BK_8660,SC_79,C19,Regular,True,Booked,
ST_2698,BK_9822,SC_49,E15,VIP,True,Booked,
ST_2699,BK_3927,SC_999,E15,Regular,True,Booked,
ST_2700,BK_1014,SC_301,A20,Regular,True,Available,
ST_2701,BK_6193,SC_347,A11,VIP,True,Booked,
ST_2702,BK_9177,SC_333,E15,Regular,True,Booked,
ST_2703,,SC_22,D3,Premium,True,Reserved,
ST_2704,BK_1121,SC_206,E6,VIP,True,Booked,
ST_2705,,SC_651,E4,Premium,True,Booked,
ST_2706,BK_9001,SC_633,B3,Regular,True,Available,
ST_2707,BK_1495,SC_795,B7,Regular,True,Available,
ST_2708,BK_595,SC_106,A11,Regular,True,Reserved,
ST_2709,BK_384,SC_784,E7,Regular,True,Booked,
ST_2710,BK_1148,SC_957,D1,Regular,True,Reserved,
ST_2711,BK_6479,SC_631,B4,Regular,True,Available,
ST_2712,,SC_305,D18,Premium,True,Booked,
ST_2713,BK_6734,SC_426,A20,VIP,True,Booked,
ST_2714,BK_5939,SC_910,A13,Regular,True,Booked,
ST_2715,BK_4368,SC_218,B11,VIP,True,Booked,
ST_2716,BK_6548,SC_988,D4,Regular,True,Reserved,
ST_2717,BK_2163,SC_725,A16,Premium,True,Available,
ST_2718,BK_4370,SC_177,A18,Regular,True,Booked,
ST_2719,BK_6807,SC_817,B8,VIP,True,Booked,
ST_2720,,SC_964,B4,Premium,True,Booked,
ST_2721,BK_7283,SC_938,E5,Premium,True,Booked,
ST_2722,BK_3831,SC_365,C16,Regular,True,Booked,
ST_2723,BK_8290,SC_28,C2,Regular,True,Booked,
ST_2724,BK_7275,SC_989,E8,Regular,True,Booked,
ST_2725,BK_5111,SC_362,C6,VIP,True,Booked,
ST_2726,BK_795,SC_790,C19,Regular,True,Booked,
ST_2727,,SC_588,E5,Premium,True,Booked,
ST_2728,,SC_359,A15,Premium,True,Available,
ST_2729,,SC_363,C14,Regular,True,Booked,
ST_2730,,SC_520,D19,Regular,True,Booked,
ST_2731,BK_4717,SC_622,D2,Regular,True,Available,
ST_2733,BK_8008,SC_688,D11,VIP,True,Booked,
ST_2735,BK_6881,SC_999,B18,Regular,True,Booked,
ST_2736,BK_4295,SC_614,B9,VIP,True,Booked,
